stack_id,lot_id,split,stack_layer_count,capacity_gb,assembly_tool_id,feature_available_time_utc,stack_height_um,inter_die_gap_mean_um,max_alignment_offset_um,cumulative_die_shift_um,emc_viscosity_pa_s,molding_pressure_mpa,molding_vacuum_absolute_kpa,reflow_peak_temperature_c,time_above_liquidus_sec,heating_rate_c_sec,cure_temperature_c,cure_duration_min,underfill_void_pct,delamination_area_pct,package_warpage_um,stacks_since_tool_service,core_thickness_mean_um,core_thickness_std_um,core_warpage_max_um,core_ttv_mean_um,core_leakage_mean_ua,core_repair_count_sum,core_particle_count_sum,core_tsv_resistance_mean_mohm,core_tsv_resistance_max_mohm,core_bump_coplanarity_max_um,n_source_wafers,n_dies_with_detailed_metrology,sampled_core_tsv_void_mean_pct,sampled_core_cd_mean_nm,base_leakage_current_ua,base_die_thickness_um,final_test_fail
S015683,L0211,test,12,36,ASSEMBLY_T01,2025-06-03T09:40:00Z,610.03916,12.974167,0.44693579,1.8437063,8.9398931,7.1863323,2.6705312,246.03523,63.44474,1.619631,174.71602,60.892051,0.15497771,0.28587008,13.875691,186,31.192514,0.32395119,1.4720162,0.82749659,0.66380397,8,2,30.338971,32.565908,0.68515736,8,3,0.38068826,23.997391,0.85387196,50.138781,0
S015684,L0211,test,12,36,ASSEMBLY_T02,2025-06-03T09:50:00Z,611.31427,12.959494,0.61734376,1.2607594,8.0650478,7.0347503,2.3500402,244.64481,54.315441,1.4318169,175.39659,58.684203,0.16527513,0.051611149,12.643637,187,31.332962,0.26937541,1.7439921,0.91318655,0.71020761,11,7,30.587022,32.693838,0.72227629,10,0,,,1.3812551,49.701927,0
S015685,L0211,test,12,36,ASSEMBLY_T03,2025-06-03T10:00:00Z,612.85014,13.038719,0.74774128,4.3095331,9.4573979,7.3786575,6.0011874,249.71459,60.353444,1.3720366,177.61048,56.674003,0.90150824,0.47040311,20.482292,188,31.381775,0.31045979,1.5840855,0.95639318,0.7167264,9,3,30.423037,32.018263,0.91741946,8,1,1.0393376,24.851824,1.3988566,50.528866,0
S015686,L0211,test,12,36,ASSEMBLY_T04,2025-06-03T10:10:00Z,611.9493,13.03054,0.55483706,2.2929494,8.0186153,7.0531725,3.2632655,247.16359,58.311189,1.4677459,175.22428,56.484056,0.18615146,0.14350416,16.419354,189,31.285008,0.25801321,1.4317391,0.95542945,0.78331862,10,5,30.434993,31.997407,0.65344547,10,2,0.28987957,23.788795,1.0913547,50.637647,0
S015687,L0211,test,12,36,ASSEMBLY_T05,2025-06-03T10:20:00Z,610.40236,13.011002,0.57473724,0.675467,7.8250554,6.8463916,1.8742365,244.27622,56.102665,1.4499404,175.75102,64.243367,0.22142662,0.055293628,11.237963,190,31.223366,0.27326303,1.5288742,0.94039287,0.72158832,11,5,30.488479,31.784141,0.73168887,9,5,0.35937984,23.984677,0.76225192,50.384302,0
S015688,L0211,test,12,36,ASSEMBLY_T06,2025-06-03T10:30:00Z,612.82711,13.063187,0.53252049,2.5118136,8.5311695,7.1010646,2.4433532,242.69365,61.207826,1.6553721,175.08577,61.127554,0.27126126,0.062590927,13.346965,191,31.380056,0.39599417,1.5791762,0.96106213,0.72825216,13,8,29.849102,31.220998,0.90742911,9,1,1.396331,24.725723,1.1648312,49.632017,0
S015689,L0211,test,12,36,ASSEMBLY_T01,2025-06-03T10:40:00Z,612.11827,13.058436,0.81998821,1.9155659,8.0559823,7.3027096,3.2215919,249.03663,56.283935,1.4632635,174.98363,59.89187,0.85002315,0.27292241,17.250881,192,31.341433,0.33191515,1.741026,0.86690142,0.73361841,9,5,30.23363,31.929498,0.8835334,12,4,0.60520113,24.254857,1.1271237,50.173648,0
S015690,L0211,test,12,36,ASSEMBLY_T02,2025-06-03T10:50:00Z,612.97375,13.089513,0.75406543,3.2239129,8.4132603,7.1390527,4.2455603,247.39626,62.95137,1.4993451,175.05108,60.760002,0.20694922,0.170014,14.902931,193,31.350134,0.2874689,1.3253086,0.84948138,0.75292432,11,2,29.863347,32.068636,0.64489106,8,2,0.39365609,23.995028,1.1956928,49.783685,0
S015691,L0211,test,12,36,ASSEMBLY_T03,2025-06-03T11:00:00Z,611.13051,13.058864,0.4938194,1.4647926,7.7594021,7.3178855,3.3200065,250.15314,54.572584,1.4121239,176.50071,59.815078,0.35487525,0.13475368,16.226165,194,31.175246,0.17246502,1.4924301,0.84726134,0.75395511,12,5,30.296915,31.830239,0.85250765,10,5,0.36788318,23.978741,0.85435602,49.988426,0
S015692,L0211,test,12,36,ASSEMBLY_T04,2025-06-03T11:10:00Z,608.89768,12.983526,0.48060296,1.0936947,8.0156513,7.0471781,3.5621239,245.48835,57.775592,1.4794706,173.65844,57.336826,0.51350242,0.14748705,13.342012,195,31.170668,0.34040253,1.4721768,0.89889742,0.72056813,8,4,30.215621,32.29216,0.67654207,9,4,0.59422131,24.092868,1.3945479,49.741676,0
S015693,L0211,test,12,36,ASSEMBLY_T05,2025-06-03T11:20:00Z,611.58515,13.071762,0.69417707,1.1980663,8.1301142,7.1586463,2.2234225,244.66079,56.522925,1.4396654,174.15819,60.275012,0.21062396,0.062132553,13.167222,196,31.240714,0.32390622,1.4656713,0.88880064,0.71325995,12,9,29.801844,31.057843,0.78434848,11,3,0.52132774,24.136111,0.90077995,50.045437,0
S015694,L0211,test,12,36,ASSEMBLY_T06,2025-06-03T11:30:00Z,611.99383,13.051833,0.71944544,1.2303346,9.0101771,6.9536859,3.141851,246.69957,56.289318,1.4427733,173.7235,58.513213,0.30681937,0.21263669,11.243202,197,31.37751,0.25664784,1.5240597,0.939892,0.66946218,18,5,29.949681,32.219061,0.80082207,12,4,0.6015429,24.089421,1.2461162,49.66446,0
S015695,L0211,test,12,36,ASSEMBLY_T01,2025-06-03T11:40:00Z,614.06928,13.104743,0.72966776,5.004592,11.152319,7.7346834,5.9174861,248.98469,61.981938,1.407586,177.9796,60.080093,2.3337044,1.0568273,20.315693,198,31.338613,0.35045558,1.4185942,0.86994689,0.65320006,12,4,29.973451,33.024722,0.91486149,9,2,0.52364364,23.882562,1.0563311,50.025727,0
S015696,L0211,test,12,36,ASSEMBLY_T02,2025-06-03T11:50:00Z,615.0261,13.052865,0.59440033,1.37384,6.8053419,6.9603328,2.4207871,248.14312,56.736244,1.5968631,175.07762,62.056809,0.13936442,0.22436799,15.079242,199,31.525971,0.40886066,1.7402574,0.89539205,0.73037256,15,7,30.653377,32.070076,0.74861092,9,2,0.42147983,24.015012,1.3385735,49.978275,0
S015697,L0211,test,12,36,ASSEMBLY_T03,2025-06-03T12:00:00Z,612.95693,13.095245,0.60107902,2.8063781,8.6576222,7.0290289,3.6131799,244.99041,57.446953,1.3898643,174.06639,61.581964,0.51360066,0.078257408,14.574697,0,31.267541,0.38210091,1.3401256,0.903219,0.73370129,10,3,30.454029,31.489356,0.66054562,10,3,0.42603107,24.178571,1.3870256,50.40352,1
S015698,L0211,test,12,36,ASSEMBLY_T04,2025-06-03T12:10:00Z,610.33752,13.150236,0.46607712,2.0233752,8.7829711,6.7786044,2.6687803,244.9891,60.363074,1.6085988,175.24596,59.937041,0.3480411,0.045884389,13.195662,1,31.129165,0.39122928,1.2608623,0.87216693,0.67503853,8,3,30.380446,32.218335,0.70253132,10,3,0.23454034,24.288073,0.97445615,48.999376,0
S015699,L0211,test,12,36,ASSEMBLY_T05,2025-06-03T12:20:00Z,613.56232,13.039603,0.74435097,1.2747842,7.5260885,6.7813021,2.3787914,239.94381,51.311062,1.205224,176.44877,59.523451,0.092495342,0.14574902,13.15622,2,31.439952,0.30508139,1.3467951,0.87509606,0.71176819,12,6,30.578072,32.046759,0.7160935,9,4,0.55517703,24.108491,1.8037335,49.693653,0
S015700,L0211,test,12,36,ASSEMBLY_T06,2025-06-03T12:30:00Z,611.20756,13.055942,0.67545773,1.349611,7.4901791,7.0545309,2.0354538,244.05646,49.880611,1.4580545,176.06939,60.0449,0.14955984,0.073405962,12.913036,3,31.262461,0.21971663,1.294385,0.94097653,0.75368365,17,7,30.458855,31.398795,0.69179568,9,1,0.83470601,24.478022,1.4658515,49.922584,0
S015701,L0211,test,12,36,ASSEMBLY_T01,2025-06-03T12:40:00Z,611.40628,13.011642,0.67031536,0.74586374,8.0154243,7.0833401,2.9858026,246.07391,59.00547,1.5441374,176.38242,60.225593,0.28300281,0.099660988,14.86739,4,31.272395,0.26785164,1.4306807,0.89892227,0.75325518,11,6,30.178514,32.147364,0.77777919,10,3,0.52433514,24.267294,1.1787377,49.570545,0
S015702,L0211,test,12,36,ASSEMBLY_T02,2025-06-03T12:50:00Z,615.52837,13.096443,0.49341655,0.57367028,6.2523871,7.1658176,2.3698006,240.44019,52.800449,1.4356682,174.47602,60.486968,0.097237248,0.1822106,12.290411,5,31.509699,0.26662516,1.5049641,0.92877039,0.83788658,13,7,30.591799,32.431934,0.95315337,10,4,0.41986566,24.179768,1.1752907,50.452787,0
S015703,L0211,test,12,36,ASSEMBLY_T03,2025-06-03T13:00:00Z,612.51358,13.000064,0.36277467,1.0461538,8.839715,6.8037914,3.4098125,248.80931,56.831717,1.3899073,174.2524,64.524576,0.39680555,0.070523312,11.663056,6,31.419145,0.24821802,1.6799073,0.94326299,0.78662762,15,6,30.141536,31.651927,0.80595518,9,0,,,1.0485011,49.998548,0
S015704,L0211,test,12,36,ASSEMBLY_T04,2025-06-03T13:10:00Z,611.51067,13.01711,0.73006035,0.85172188,7.1808563,6.8647758,2.7455251,246.20083,56.978117,1.4438077,174.55705,60.332923,0.17262943,0.071043329,11.252978,7,31.280487,0.31927163,1.3500702,0.97086824,0.86645952,12,7,30.42125,33.562893,0.72147778,10,3,0.43298389,24.039286,1.5595673,49.652159,0
S015705,L0211,test,12,36,ASSEMBLY_T05,2025-06-03T13:20:00Z,613.96696,13.027769,0.73821925,1.6208915,7.1331032,6.9002879,2.2854581,245.75143,54.012109,1.5158364,175.92095,62.072994,0.23102407,0.093617499,11.16358,8,31.497184,0.23699415,1.7974818,0.88281592,0.77884165,9,8,30.482093,32.525692,0.72644948,8,5,0.29948262,24.142642,0.93381459,50.041403,0
S015706,L0211,test,12,36,ASSEMBLY_T06,2025-06-03T13:30:00Z,611.78561,13.02859,0.45627549,1.5347113,7.5650444,7.172289,3.0921,244.57106,54.480361,1.4443468,175.1777,58.631149,0.15192802,0.077598529,12.747883,9,31.274696,0.27368304,1.5348338,0.91049254,0.75050467,7,7,30.19914,32.392795,0.67496294,8,3,0.26793122,23.766989,0.99629806,50.562095,0
S015707,L0211,test,12,36,ASSEMBLY_T01,2025-06-03T13:40:00Z,612.75024,13.083341,0.58701656,1.4937784,8.2983829,7.1604047,2.7868207,247.5088,59.509145,1.5108247,177.79728,59.208254,0.33821227,0.15028068,17.473107,10,31.250355,0.35291295,1.5140011,0.87665417,0.75980384,11,11,30.553173,32.506889,0.68377679,10,3,0.37611065,24.13603,1.0662545,50.196852,0
S015708,L0211,test,12,36,ASSEMBLY_T02,2025-06-03T13:50:00Z,611.79893,12.990608,0.69927763,0.30074302,7.357722,7.0065994,2.2817483,243.61514,56.147544,1.4310011,174.03844,62.759532,0.09880934,0.14453065,13.091946,11,31.210988,0.35561857,1.3354576,0.9194812,0.74554708,17,7,30.492948,32.461833,0.67912377,10,4,0.75535697,24.241073,1.1896334,50.97075,0
S015709,L0211,test,12,36,ASSEMBLY_T03,2025-06-03T14:00:00Z,610.63425,12.945123,0.74028757,1.5401174,7.3802307,7.2269484,3.2628114,248.45296,59.386427,1.5258297,174.37391,57.817437,0.20777292,0.13893589,13.047253,12,31.246859,0.29682319,1.3232883,0.96178597,0.76875501,10,6,29.947714,31.370635,0.72808743,9,4,0.31979225,24.115294,1.0919882,50.278751,0
S015710,L0211,test,12,36,ASSEMBLY_T04,2025-06-03T14:10:00Z,612.32991,13.043013,0.47035097,0.67987937,8.8576506,6.8707737,3.1048416,244.2,56.181695,1.6000849,175.38628,61.103853,0.096476612,0.083965364,13.594862,13,31.348316,0.37577048,1.6357979,0.96425472,0.68452229,16,5,30.276655,31.836559,0.99264186,9,4,0.41874831,24.098909,1.6423713,49.514905,0
S015711,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T15:40:00Z,617.74322,15.011906,0.51373098,0.88966028,8.8533687,6.6439868,2.9388514,240.67018,55.753924,1.544175,174.29888,58.232835,0.15850346,0.095028175,10.462928,25,52.128427,0.33509202,1.076757,0.9822464,0.82805801,9,6,47.361278,49.576166,0.81849656,7,1,0.63119194,24.342328,1.225592,50.135141,0
S015712,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T15:50:00Z,619.22485,15.098696,0.65757773,1.9518466,10.51008,6.9306387,3.3620232,247.03637,60.150787,1.4143853,176.99445,56.293303,0.30589694,0.21505126,13.93834,26,52.331546,0.1959216,1.3899983,0.98255472,0.80580866,9,4,48.086392,49.49242,0.69863686,7,1,0.79674048,24.103961,0.97122015,50.051597,0
S015713,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T16:00:00Z,618.05508,15.061092,0.45699076,0.68007914,6.6797953,7.3294853,2.919553,244.9965,55.687213,1.4691533,174.43063,55.769477,0.15032817,0.058667333,12.984133,27,52.224776,0.24514781,1.3548879,0.98204786,0.8890381,11,5,47.857613,51.260893,0.72072627,7,2,0.42414873,24.24907,1.1404746,50.088958,0
S015714,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T16:10:00Z,617.17358,15.054466,0.46400767,1.0487607,7.5245789,7.3331694,1.7762053,240.65904,54.823456,1.4753087,174.90453,60.570536,0.1692176,0.11432686,9.1327292,28,52.291757,0.39304793,1.3922238,1.0166643,0.84001279,13,6,49.140595,52.734193,0.73144535,7,3,0.47764672,24.433223,1.1453832,49.597719,0
S015715,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T16:20:00Z,617.91197,15.097534,0.51590136,0.88296896,7.4056176,6.9237682,2.7004637,247.11966,54.378368,1.6542861,174.12287,62.210918,0.23631191,0.21335129,11.802559,29,52.147342,0.31303573,1.3247491,0.90163753,0.8762315,11,3,48.030899,53.433937,0.92646127,5,2,0.27083106,24.426606,0.98311149,49.974279,0
S015716,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T16:30:00Z,619.15039,15.065824,0.72625353,1.2197227,7.6026527,7.2764086,3.1487534,246.57955,55.692543,1.6696907,175.90411,60.326168,0.16605558,0.137833,13.208405,30,52.354886,0.42954146,1.3544382,1.0980752,0.83694194,13,9,47.976761,49.59597,0.93901639,7,1,1.5377576,25.07017,0.61488804,49.842394,0
S015717,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T16:40:00Z,619.98923,15.140615,0.5718418,1.0616987,6.8345952,6.7552697,2.1618345,245.95909,55.128386,1.3976663,174.33806,58.235497,0.1673942,0.048023212,11.968392,31,52.25114,0.42398643,1.334455,0.9123294,0.78972264,9,2,48.440042,50.200754,0.79860512,7,2,0.41400285,24.415609,0.89511232,49.989536,0
S015718,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T16:50:00Z,619.61121,15.053198,0.54516236,1.026421,8.6962117,7.0916733,3.931044,247.2071,57.408587,1.5350785,175.56811,60.534457,0.54563874,0.15978878,14.996141,32,52.369946,0.2926822,1.4710788,0.99898385,0.75404031,7,4,48.899512,50.994244,0.85543573,8,4,0.95144156,24.620758,1.1518903,50.15326,0
S015719,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T17:00:00Z,619.93964,15.189316,0.46405342,0.74379596,7.5254626,7.1995404,2.8593699,247.27638,54.225461,1.4263017,176.00776,60.299537,0.14894713,0.10792584,10.408501,33,52.261218,0.27712859,1.4424935,0.95069391,0.82135452,8,7,48.225287,51.256162,0.78826633,5,4,0.57078272,24.324119,1.1121798,50.228444,0
S015720,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T17:10:00Z,619.20289,14.999475,0.59582302,0.84591271,7.6325761,6.9988511,2.5921601,246.07885,50.50098,1.4699467,174.95872,55.392687,0.24779868,0.041997922,7.2164369,34,52.27671,0.21205713,1.3306448,0.98443344,0.92340047,9,7,48.081775,51.281353,0.70591721,6,1,0.24883786,24.106189,1.1105531,49.991389,0
S015721,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T17:20:00Z,619.35942,15.056143,0.49680892,0.98632046,9.237505,7.1463362,2.2732439,244.01756,52.727032,1.4637593,173.81153,58.93645,0.29796669,0.12221659,9.4909027,35,52.423548,0.29185866,1.3208032,1.0695578,0.87689854,5,3,47.797917,50.439776,0.79236181,7,1,0.60493644,24.553111,1.178238,49.703654,0
S015722,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T17:30:00Z,619.68732,15.071457,0.35997514,0.50165996,7.1863368,7.1142119,2.9111542,246.36579,54.826058,1.4095258,176.71911,61.610972,0.36696618,0.074685794,11.346192,36,52.306704,0.34019795,1.4603173,0.99982405,0.76379483,8,3,48.392287,51.190511,0.69925134,6,1,0.38183927,24.848333,1.2046513,50.876911,0
S015723,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T17:40:00Z,618.78422,15.099356,0.67862738,2.3017281,7.6197025,7.0645121,2.5772559,242.73082,53.771361,1.5319271,172.92154,61.147874,0.20571894,0.1346715,12.169074,37,52.34362,0.44353581,1.4508325,1.0154078,0.9876244,7,9,47.441314,48.381208,0.77198721,7,3,0.70050352,24.046457,1.1538616,49.091996,0
S015724,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T17:50:00Z,618.74366,15.050247,0.38423046,0.99809725,7.9939907,7.4785085,3.026382,246.54957,62.320992,1.4476324,175.69631,63.899827,0.2656822,0.060415725,10.914347,38,52.342705,0.29164376,1.1368553,0.93516361,0.74306865,13,5,48.333167,55.15587,0.78048052,7,1,0.36066783,24.334514,1.0714695,49.560839,0
S015725,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T18:00:00Z,619.06548,15.100113,0.54393218,0.77003577,7.1947262,7.0935039,2.910541,243.59089,56.372698,1.5060855,174.42725,62.290312,0.23966415,0.077225211,10.796474,39,52.238237,0.39147571,1.1255562,0.93427325,0.80376189,9,6,49.269303,50.135979,0.77248255,7,0,,,0.91912555,50.854493,0
S015726,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T18:10:00Z,617.64603,14.983472,0.41352501,1.3449868,7.6967953,6.7790334,1.7330591,246.54757,57.151257,1.4847089,174.71026,61.807447,0.081986756,0.10063719,11.604528,40,52.267203,0.22144974,1.3060054,0.98167715,0.85135399,11,12,48.473628,50.271522,0.71531488,7,1,0.85991777,24.231183,1.3000875,49.411672,0
S015727,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T18:20:00Z,618.84195,15.031046,0.59060431,0.90359477,8.4381955,6.919256,2.9915447,242.86044,55.173886,1.4606116,175.16891,58.975551,0.33942706,0.082093998,10.93938,41,52.371427,0.4674218,1.6442949,0.93889925,0.6942853,6,3,47.680026,49.199822,0.78773385,7,4,0.63457657,24.257213,1.3767757,49.936686,0
S015728,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T18:30:00Z,620.30939,15.122483,0.44466442,1.6786046,8.7999592,7.3624873,2.8501275,247.62282,57.240135,1.4378384,175.88943,55.014904,0.20573624,0.077617211,13.259481,42,52.467855,0.30011877,1.3844871,1.1131128,0.86071514,10,7,48.465717,51.216551,0.79794601,7,2,0.46984279,24.17972,1.2513703,49.941001,0
S015729,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T18:40:00Z,618.24533,15.047391,0.48124256,1.0231803,6.6757091,7.304693,2.3034457,247.24682,55.969458,1.5654382,175.49014,58.886359,0.23196478,0.049045164,11.157484,43,52.213067,0.36278109,1.3412726,0.93656376,0.85612749,15,7,47.760998,51.855044,0.68608943,7,2,0.2753488,24.068781,1.0614057,50.239369,0
S015730,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T18:50:00Z,618.27642,15.115622,0.66811835,2.7300586,8.9526048,7.3710761,3.98977,244.78944,52.055529,1.5318104,174.97031,56.668781,0.61986912,0.13396577,13.058681,44,52.240757,0.42345751,1.1775707,0.95853282,0.81638804,11,2,47.275894,49.362311,0.80542067,8,2,0.39837113,24.209294,1.3072136,49.798102,0
S015731,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T19:00:00Z,618.75924,15.066082,0.6086822,2.022006,7.6552551,6.997335,2.9032569,244.3776,57.968156,1.3931353,175.26016,59.747582,0.25545829,0.22517328,13.051929,45,52.184025,0.25038054,1.3819914,0.9305644,0.80233362,8,3,46.588802,48.506183,0.69020642,8,2,0.59622855,24.374411,1.5677307,49.622662,0
S015732,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T19:10:00Z,620.01431,15.070578,0.5114623,0.14479955,8.4483229,6.8524133,2.0052218,242.76511,51.887026,1.5421367,175.79919,57.410363,0.19912145,0.047998642,7.9240965,46,52.441301,0.20824439,1.2847298,1.0246857,0.87393278,10,5,47.136392,48.117641,0.72647705,8,3,0.60556966,24.421867,1.2010817,50.114553,0
S015733,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T19:20:00Z,619.71494,15.056859,0.63684069,1.1329798,8.4711389,7.2131204,2.2257193,243.62424,58.290179,1.5615941,174.51013,60.797718,0.079704907,0.023120404,9.3309545,47,52.317055,0.40542518,1.3133211,0.99430126,0.84788906,9,6,48.504083,49.843762,0.81660945,8,1,0.76249286,24.081429,1.3152118,50.373882,0
S015734,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T19:30:00Z,620.30839,15.085366,0.64514105,1.8187405,8.6337703,7.2894792,3.0914102,246.58066,58.992335,1.5281182,175.08177,59.561362,0.29617573,0.12245282,12.651398,48,52.392319,0.34293427,1.4813913,0.98197383,0.90498104,9,5,48.823157,52.219456,0.99735228,7,2,0.39963785,24.427438,1.0303593,50.178844,0
S015735,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T19:40:00Z,619.28397,15.112886,0.4455534,1.2254231,8.3676419,7.2780995,2.6380461,245.03831,54.525399,1.5297529,174.18826,59.447891,0.15068785,0.053036437,9.6581034,49,52.323575,0.25663493,1.4560747,0.94967818,0.7757431,9,2,48.356306,51.89951,0.7109337,7,0,,,1.6473938,50.406024,0
S015736,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T19:50:00Z,620.98883,15.105879,0.79364433,1.9267043,6.9318149,7.2660371,3.8342769,245.08685,57.517522,1.5596244,174.26475,62.38544,0.45957072,0.10265504,12.850397,50,52.548321,0.32351122,1.5356781,1.0731298,0.88032506,8,10,47.975337,50.008208,0.94981073,8,0,,,0.97979861,49.980946,0
S015737,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T20:00:00Z,617.91433,15.145604,0.71287513,0.62605782,7.3279143,6.9599395,2.6673533,245.4461,56.645286,1.5592603,175.56177,60.030654,0.11443167,0.062668873,11.282589,51,52.077505,0.35120696,1.4107273,0.98501437,0.89582203,13,7,47.928429,52.340428,0.85737716,7,1,0.39442519,24.246665,1.2473129,50.81371,0
S015738,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T20:10:00Z,620.7318,15.083138,0.62974192,0.72223773,7.2868368,6.7064581,2.3025605,242.96646,51.483219,1.5273536,174.24778,62.778255,0.22605739,0.063782109,8.5853243,52,52.331369,0.34631755,1.3883679,1.0325066,0.89640113,6,5,48.363992,52.275449,0.69781884,6,3,0.457699,24.23903,1.2319954,50.829401,0
S015739,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T20:20:00Z,618.71464,15.019272,0.50408242,1.6029261,7.9266559,7.0718675,2.2402906,245.70449,55.892102,1.4689135,174.81341,59.696518,0.13879422,0.10525713,12.546464,53,52.250717,0.26711647,1.0262262,0.98807387,0.75867141,6,3,46.996811,48.19157,0.7079825,6,3,0.51275367,24.36301,1.0388382,50.002997,0
S015740,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T20:30:00Z,618.77553,15.156331,0.38622521,0.73275752,8.6236381,6.9644893,3.4234539,244.93266,57.547068,1.6011679,177.09329,60.121504,0.17680606,0.076359508,11.57963,54,52.31891,0.37875538,1.5407541,1.0464442,0.89906496,8,8,47.897006,49.097864,0.88090105,7,2,0.80853422,24.895705,1.069153,49.549344,0
S015741,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T20:40:00Z,619.72394,15.04653,0.34614514,0.43664655,7.9731683,6.8257839,2.7495873,246.11667,59.059279,1.53815,176.12375,61.822467,0.18785745,0.081131569,12.774887,55,52.319496,0.18653785,1.2227214,1.0480799,0.72271606,4,6,47.378457,51.241217,0.71984896,7,3,0.39700425,24.329837,1.4005138,49.848417,0
S015742,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T20:50:00Z,618.84665,15.100814,0.62196345,1.2297567,7.9154131,7.1447973,3.4141748,250.57592,62.768447,1.5006619,175.01787,58.207538,0.30525856,0.20561083,14.225753,56,52.348186,0.31611875,1.0428876,0.93191748,0.90582468,7,4,47.623387,49.917993,0.63785084,6,4,0.52346032,24.561662,1.2565182,49.562302,0
S015743,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T21:00:00Z,621.11701,15.146874,0.65079132,0.33612983,8.8905114,7.3578605,2.8370333,243.30142,56.164896,1.4608768,175.76336,59.435887,0.40728445,0.053597803,11.360827,57,52.378886,0.29891255,1.4404927,0.95866323,0.71987747,8,8,47.78747,49.729743,0.79261138,8,1,0.17181944,23.844655,1.0416321,50.414032,0
S015744,L0212,test,8,24,ASSEMBLY_T05,2025-06-03T21:10:00Z,622.44171,15.233682,0.51794826,1.1215134,7.5736619,7.1064616,2.1048926,243.33068,56.099792,1.5028067,174.4603,59.28661,0.097547423,0.10865163,11.654997,58,52.531772,0.31559226,1.7040302,1.013301,0.80005443,10,1,48.085837,49.667236,0.83069407,6,2,1.2033598,24.434871,1.3648481,50.261136,0
S015745,L0212,test,8,24,ASSEMBLY_T06,2025-06-03T21:20:00Z,619.49345,15.13669,0.46115861,1.3205947,8.2720627,7.0444472,2.8885725,245.01798,57.8361,1.458877,175.58434,55.28645,0.46355273,0.24780005,11.535793,59,52.305479,0.34498314,1.3415154,0.94922458,0.82394294,10,8,48.821545,50.058554,0.80687461,8,1,0.69953253,24.357256,1.0403379,49.92179,0
S015746,L0212,test,8,24,ASSEMBLY_T01,2025-06-03T21:30:00Z,617.78666,15.132724,0.64457716,2.0011113,9.0069535,7.3721294,3.2208971,247.49464,58.428773,1.4848892,175.13224,62.980774,0.49294889,0.33336429,12.829075,60,52.160047,0.20996815,1.5580412,0.93213825,0.78263705,11,2,48.453851,50.772218,0.76138596,8,1,0.36970376,23.96172,1.3697073,50.081155,0
S015747,L0212,test,8,24,ASSEMBLY_T02,2025-06-03T21:40:00Z,621.39056,15.148734,0.66451348,0.72168634,7.8785412,7.0885459,2.7348319,244.05737,51.428777,1.5197374,176.02138,60.759048,0.15873296,0.14065859,11.554301,61,52.489229,0.36769229,1.2825107,1.0349113,0.83578256,14,8,47.753502,50.725275,0.74002402,5,2,0.76743397,24.680586,1.3101846,49.662519,0
S015748,L0212,test,8,24,ASSEMBLY_T03,2025-06-03T21:50:00Z,618.37404,14.986977,0.40726735,1.0560172,9.3047822,7.2412234,2.8210432,249.18339,59.162819,1.5335678,177.20088,58.11992,0.34968735,0.17317225,12.510307,62,52.381603,0.24540075,1.4806118,1.0426686,0.73777337,6,13,47.996275,50.52539,0.89061406,6,1,0.24146267,23.853772,1.2546918,49.580341,0
S015749,L0212,test,8,24,ASSEMBLY_T04,2025-06-03T22:00:00Z,618.53647,15.048036,0.56066528,0.38352983,8.0629551,6.8233535,2.7409915,246.18242,56.040394,1.5771048,174.99445,59.794148,0.20914894,0.067875686,9.4025541,63,52.308471,0.38498596,1.3409941,1.025799,0.77216873,7,4,48.710339,50.790352,0.73183112,6,4,0.48889949,24.491106,1.0893135,50.255095,0
