base_die_id,base_lot_id,receiving_lot_id,base_die_source,probe_time_utc,base_die_thickness_um,base_leakage_current_ua,base_probe_pass,split,inventory_status
B0014708,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.460692,1.2823385,1,validation,assembled
B0014709,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.750069,1.0966755,1,validation,assembled
B0014710,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.558158,1.1919404,1,validation,assembled
B0014711,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.783241,1.3984655,1,validation,assembled
B0014712,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.834319,1.8620974,1,validation,assembled
B0014713,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.099743,1.4944347,1,validation,assembled
B0014714,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.609793,1.4404983,1,validation,assembled
B0014715,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.226245,1.1449624,1,validation,assembled
B0014716,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.160004,1.3206659,1,validation,assembled
B0014717,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.248466,1.0366575,1,validation,assembled
B0014718,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.853723,0.99950505,1,validation,assembled
B0014719,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.446113,1.0942348,1,validation,assembled
B0014720,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.427907,1.2241995,1,validation,assembled
B0014721,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.196177,1.2366054,1,validation,assembled
B0014722,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.167743,1.5760866,1,validation,assembled
B0014723,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.581199,1.1239795,1,validation,assembled
B0014724,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.924151,1.6401157,1,validation,assembled
B0014725,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.745521,1.2424193,1,validation,assembled
B0014726,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.147119,1.6123253,1,validation,assembled
B0014727,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.744955,1.489383,0,validation,rejected
B0014728,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.915412,1.1785279,1,validation,assembled
B0014729,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.264897,1.4698121,1,validation,assembled
B0014730,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.138173,1.0657282,1,validation,assembled
B0014731,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.933776,0.90748363,1,validation,assembled
B0014732,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.76041,1.1077476,1,validation,assembled
B0014733,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.852452,1.220588,1,validation,assembled
B0014734,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.970199,1.5749543,1,validation,assembled
B0014735,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.467677,1.4675809,1,validation,eligible_unassigned
B0014736,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.983376,1.2269739,1,validation,eligible_unassigned
B0014737,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.50173,1.0891802,1,validation,eligible_unassigned
B0014738,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.604087,1.3065071,1,validation,eligible_unassigned
B0014739,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.095027,1.1719941,1,validation,eligible_unassigned
B0014740,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.211474,1.8046794,1,validation,eligible_unassigned
B0014741,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,50.034989,0.75344962,1,validation,eligible_unassigned
B0014742,BL0174,L0174,synthetic_internal_HBM3E,2025-04-23T12:00:00Z,49.715066,1.4652847,1,validation,eligible_unassigned
B0014743,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.517062,1.3780165,1,validation,assembled
B0014744,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.682548,2.053953,1,validation,assembled
B0014745,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.162969,1.6358999,1,validation,assembled
B0014746,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.317719,1.3875777,1,validation,assembled
B0014747,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.520768,1.8924424,1,validation,assembled
B0014748,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.875894,1.4042091,1,validation,assembled
B0014749,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.002034,0.96714026,1,validation,assembled
B0014750,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.804585,1.0660094,1,validation,assembled
B0014751,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.09953,2.205751,1,validation,assembled
B0014752,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.84676,0.89016695,1,validation,assembled
B0014753,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.243998,1.2896616,1,validation,assembled
B0014754,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.037414,1.1037245,1,validation,assembled
B0014755,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,51.083322,1.328419,1,validation,assembled
B0014756,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.356382,1.2564833,1,validation,assembled
B0014757,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.30216,1.7732502,1,validation,assembled
B0014758,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.07632,1.477377,1,validation,assembled
B0014759,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.964912,1.4095844,1,validation,assembled
B0014760,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.985212,1.9713706,1,validation,assembled
B0014761,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.367129,1.3516547,1,validation,assembled
B0014762,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.526849,1.1613839,1,validation,assembled
B0014763,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.536722,1.0324917,1,validation,assembled
B0014764,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.439835,1.2659337,1,validation,assembled
B0014765,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.918688,1.596772,1,validation,assembled
B0014766,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,51.119928,1.2539368,1,validation,assembled
B0014767,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.039845,1.8701547,1,validation,assembled
B0014768,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.753464,1.6162585,1,validation,assembled
B0014769,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.149543,1.0282734,1,validation,assembled
B0014770,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.085522,1.3111463,1,validation,assembled
B0014771,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.257579,1.144784,1,validation,assembled
B0014772,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.532066,1.670877,1,validation,assembled
B0014773,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.001374,1.2519492,1,validation,assembled
B0014774,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.725994,1.3648186,1,validation,assembled
B0014775,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.353898,1.3329451,1,validation,assembled
B0014776,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.460346,1.3739449,1,validation,assembled
B0014777,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.877597,1.454592,1,validation,assembled
B0014778,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.345263,1.3716217,1,validation,assembled
B0014779,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.623874,0.97754416,1,validation,assembled
B0014780,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.143429,1.4168671,1,validation,assembled
B0014781,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.041637,1.3723603,1,validation,assembled
B0014782,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.590996,1.3834514,1,validation,assembled
B0014783,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.058483,1.2833909,1,validation,assembled
B0014784,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.812496,1.3132224,1,validation,assembled
B0014785,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.436141,1.3369381,1,validation,assembled
B0014786,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.165946,1.5041622,1,validation,assembled
B0014787,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.563099,1.06077,1,validation,assembled
B0014788,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.691203,1.1750541,1,validation,assembled
B0014789,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.204667,1.4273272,0,validation,rejected
B0014790,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.300087,1.4763634,1,validation,assembled
B0014791,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.060355,1.1076628,1,validation,assembled
B0014792,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.903823,1.3799745,1,validation,assembled
B0014793,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.402584,1.2747262,1,validation,assembled
B0014794,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.549763,1.244998,1,validation,assembled
B0014795,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.268683,1.4473721,0,validation,rejected
B0014796,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.274083,0.97365645,1,validation,assembled
B0014797,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.716952,1.2123542,1,validation,assembled
B0014798,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.185113,1.2625011,1,validation,assembled
B0014799,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.780209,1.299535,1,validation,assembled
B0014800,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,51.058512,1.237833,1,validation,assembled
B0014801,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.163131,1.5624321,1,validation,assembled
B0014802,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.557965,1.5565107,1,validation,assembled
B0014803,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.85786,1.367048,1,validation,assembled
B0014804,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.544351,1.8618718,1,validation,assembled
B0014805,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.865914,1.1937921,1,validation,assembled
B0014806,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.217994,1.4639291,1,validation,eligible_unassigned
B0014807,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.114118,1.3908869,1,validation,eligible_unassigned
B0014808,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.044182,2.2890899,1,validation,eligible_unassigned
B0014809,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,49.830659,1.502495,1,validation,eligible_unassigned
B0014810,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.114292,0.96351978,1,validation,eligible_unassigned
B0014811,BL0175,L0175,synthetic_internal_HBM3E,2025-04-24T00:00:00Z,50.39064,1.2979543,1,validation,eligible_unassigned
B0014812,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.093577,1.3256074,1,validation,assembled
B0014813,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.82136,1.3291578,1,validation,assembled
B0014814,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.009112,1.0794273,1,validation,assembled
B0014815,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.10699,1.7255227,1,validation,assembled
B0014816,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.016787,1.551881,1,validation,assembled
B0014817,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.646521,1.241294,1,validation,assembled
B0014818,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.907139,1.3784902,1,validation,assembled
B0014819,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.943423,1.0778747,1,validation,assembled
B0014820,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.899697,1.3647389,1,validation,assembled
B0014821,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.189752,1.4409019,1,validation,assembled
B0014822,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.016387,1.4279097,1,validation,assembled
B0014823,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.178643,0.89904917,1,validation,assembled
B0014824,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.877594,1.1135433,1,validation,assembled
B0014825,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.402482,1.370284,1,validation,assembled
B0014826,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.418702,0.91144717,1,validation,assembled
B0014827,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.279111,0.71062322,1,validation,assembled
B0014828,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.835768,1.3543294,1,validation,assembled
B0014829,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.854338,1.3179484,1,validation,assembled
B0014830,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.750451,1.0875686,1,validation,assembled
B0014831,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.326401,1.1488156,1,validation,assembled
B0014832,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.994792,1.3124212,1,validation,assembled
B0014833,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.395748,1.3526691,1,validation,assembled
B0014834,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.228511,1.3026661,1,validation,assembled
B0014835,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.121643,1.5791986,1,validation,assembled
B0014836,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.941178,1.4013345,1,validation,assembled
B0014837,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.154301,2.0025061,1,validation,assembled
B0014838,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.92057,0.86261075,1,validation,assembled
B0014839,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.030807,1.3350577,1,validation,assembled
B0014840,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.834991,1.4329373,1,validation,assembled
B0014841,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.072358,1.001072,1,validation,assembled
B0014842,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.225292,1.312802,1,validation,assembled
B0014843,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.031645,0.85971747,1,validation,assembled
B0014844,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.895727,1.2204994,1,validation,assembled
B0014845,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.421754,1.0762206,1,validation,assembled
B0014846,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.18477,1.2407406,1,validation,assembled
B0014847,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.326709,0.83295664,1,validation,assembled
B0014848,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.054868,1.2185253,1,validation,assembled
B0014849,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.766285,1.0819689,1,validation,assembled
B0014850,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.478341,1.146678,1,validation,assembled
B0014851,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.746515,1.3371017,0,validation,rejected
B0014852,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.058453,1.0180465,1,validation,assembled
B0014853,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.940789,1.4626531,1,validation,assembled
B0014854,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.957882,1.3813356,1,validation,assembled
B0014855,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.813947,1.3797064,1,validation,assembled
B0014856,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.10478,0.95117209,1,validation,assembled
B0014857,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.23736,1.121297,1,validation,assembled
B0014858,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.423409,1.6728406,1,validation,assembled
B0014859,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.060158,1.1720384,1,validation,assembled
B0014860,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.077523,2.1899052,1,validation,assembled
B0014861,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.968812,1.1658746,1,validation,assembled
B0014862,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.202969,1.0120227,1,validation,assembled
B0014863,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.969007,1.6620221,1,validation,assembled
B0014864,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.417574,1.16012,1,validation,assembled
B0014865,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.412469,1.2032,1,validation,assembled
B0014866,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.204574,1.0425912,1,validation,assembled
B0014867,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.452364,1.2657697,1,validation,assembled
B0014868,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.652374,1.2668465,0,validation,rejected
B0014869,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.011783,1.1483193,1,validation,assembled
B0014870,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.005497,1.0113805,1,validation,assembled
B0014871,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.693565,1.5669503,1,validation,assembled
B0014872,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.035058,1.6157576,1,validation,assembled
B0014873,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.168275,2.0062362,1,validation,assembled
B0014874,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.519741,0.95541026,1,validation,assembled
B0014875,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.429438,1.0152763,1,validation,assembled
B0014876,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.792669,1.3436983,1,validation,assembled
B0014877,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.810179,1.7589116,1,validation,assembled
B0014878,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.307441,1.640319,1,validation,assembled
B0014879,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.046632,1.4275175,1,validation,assembled
B0014880,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.201436,1.0973031,1,validation,assembled
B0014881,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.321942,1.4995552,1,validation,assembled
B0014882,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.31167,1.4781352,1,validation,assembled
B0014883,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.861666,1.0207774,1,validation,assembled
B0014884,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.781007,1.1520295,1,validation,assembled
B0014885,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.313192,1.5041783,1,validation,assembled
B0014886,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.124508,1.7170662,1,validation,assembled
B0014887,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.858521,1.2460316,1,validation,assembled
B0014888,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.639897,1.4447376,1,validation,assembled
B0014889,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.137507,1.2579168,1,validation,assembled
B0014890,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.573016,1.6855825,1,validation,assembled
B0014891,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.07388,1.5902642,1,validation,assembled
B0014892,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.032718,0.98869781,1,validation,assembled
B0014893,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.436766,1.034335,1,validation,assembled
B0014894,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.886115,1.40728,1,validation,assembled
B0014895,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.684773,1.2398115,1,validation,assembled
B0014896,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.555889,1.3809748,1,validation,assembled
B0014897,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.56057,1.6718243,1,validation,assembled
B0014898,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.233085,1.4502233,1,validation,assembled
B0014899,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.4125,0.87208024,1,validation,assembled
B0014900,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.186724,1.5309472,1,validation,assembled
B0014901,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.130221,1.6404749,1,validation,assembled
B0014902,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.854192,1.4421714,1,validation,assembled
B0014903,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.64641,1.0223341,1,validation,assembled
B0014904,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.496032,1.1532258,1,validation,assembled
B0014905,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.699832,1.2133093,1,validation,assembled
B0014906,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.503849,1.2521297,1,validation,assembled
B0014907,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,51.016513,1.3289305,1,validation,assembled
B0014908,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.635961,1.0995197,1,validation,eligible_unassigned
B0014909,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.332841,1.3047935,1,validation,eligible_unassigned
B0014910,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.427309,1.2066327,1,validation,eligible_unassigned
B0014911,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.264445,1.2430438,1,validation,eligible_unassigned
B0014912,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.391992,1.5440321,1,validation,eligible_unassigned
B0014913,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.096712,1.7849456,1,validation,eligible_unassigned
B0014914,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.077371,1.2399124,1,validation,eligible_unassigned
B0014915,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,49.696063,1.2097444,1,validation,eligible_unassigned
B0014916,BL0176,L0176,synthetic_internal_HBM3E,2025-04-24T12:00:00Z,50.075108,1.3341704,1,validation,eligible_unassigned
B0014917,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.602353,1.5646048,1,validation,assembled
B0014918,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,50.17559,1.1794018,1,validation,assembled
B0014919,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.862821,1.2340934,1,validation,assembled
B0014920,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.839935,0.96609043,1,validation,assembled
B0014921,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.531024,1.0773548,1,validation,assembled
B0014922,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,50.273956,0.95430446,1,validation,assembled
B0014923,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.650018,1.0028737,1,validation,assembled
B0014924,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.845769,1.1404178,1,validation,assembled
B0014925,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.929207,1.2177944,1,validation,assembled
B0014926,BL0177,L0177,synthetic_internal_HBM3E,2025-04-25T00:00:00Z,49.85785,0.99384372,1,validation,assembled
