die_id,available_time_utc,tsv_count_assumed,tsv_pitch_um_assumed,tsv_diameter_um,tsv_etched_depth_um,tsv_etch_aspect_ratio,tsv_conductor_length_um,tsv_sidewall_angle_deg,tsv_liner_thickness_nm,tsv_copper_void_pct,tsv_resistance_mohm,detected_tsv_open_count,detected_tsv_short_count,tsv_continuity_pass
D0183370,2025-06-11T06:40:00Z,8192,35,,,,31.733129,,,,29.998822,0,0,1
D0183371,2025-06-11T06:40:00Z,8192,35,,,,31.928229,,,,31.034484,0,0,1
D0183372,2025-06-11T06:40:00Z,8192,35,5.0681634,64.779494,12.781651,31.926048,89.459159,206.39339,0.67715393,30.122078,0,0,1
D0183373,2025-06-11T06:40:00Z,8192,35,,,,31.549963,,,,29.771981,0,0,1
D0183374,2025-06-11T06:40:00Z,8192,35,,,,31.545565,,,,30.225304,0,0,1
D0183375,2025-06-11T06:40:00Z,8192,35,,,,31.620281,,,,28.470293,0,0,1
D0183376,2025-06-11T06:40:00Z,8192,35,,,,31.80712,,,,29.451867,0,0,1
D0183377,2025-06-11T06:40:00Z,8192,35,,,,31.88172,,,,29.990358,0,0,1
D0183378,2025-06-11T06:40:00Z,8192,35,,,,31.954423,,,,32.142087,0,0,1
D0183379,2025-06-11T06:40:00Z,8192,35,,,,31.47498,,,,31.234487,0,0,1
D0183380,2025-06-11T06:40:00Z,8192,35,,,,32.041314,,,,30.184068,0,0,1
D0183381,2025-06-11T06:40:00Z,8192,35,,,,31.779772,,,,29.003432,0,0,1
D0183382,2025-06-11T06:40:00Z,8192,35,,,,32.159194,,,,29.738845,0,0,1
D0183383,2025-06-11T06:40:00Z,8192,35,,,,31.997105,,,,31.227413,0,0,1
D0183384,2025-06-11T06:40:00Z,8192,35,5.0973303,65.875482,12.923526,31.448179,89.468674,202.19304,0.9433213,29.080955,0,0,1
D0183385,2025-06-11T06:40:00Z,8192,35,,,,31.948439,,,,30.315846,0,0,1
D0183386,2025-06-11T06:40:00Z,8192,35,5.086987,66.286794,13.030659,31.6915,89.42698,205.11217,0.93923876,28.788531,0,0,1
D0183387,2025-06-11T06:40:00Z,8192,35,,,,31.986555,,,,29.142755,0,0,1
D0183388,2025-06-11T06:40:00Z,8192,35,,,,31.419014,,,,29.938105,0,0,1
D0183389,2025-06-11T06:40:00Z,8192,35,,,,32.012388,,,,28.832038,0,0,1
D0183390,2025-06-11T06:40:00Z,8192,35,,,,31.913094,,,,31.616689,0,0,1
D0183391,2025-06-11T06:40:00Z,8192,35,,,,31.595872,,,,28.56518,0,0,1
D0183392,2025-06-11T06:40:00Z,8192,35,,,,32.173066,,,,32.027369,0,0,1
D0183393,2025-06-11T06:48:00Z,8192,35,5.2329479,66.966275,12.797046,32.331986,89.291174,212.88271,2.454658,29.122199,0,0,1
D0183394,2025-06-11T06:48:00Z,8192,35,,,,32.38875,,,,31.222052,0,0,1
D0183395,2025-06-11T06:48:00Z,8192,35,5.0778271,66.006581,12.998981,32.771566,89.315313,207.34033,2.1372864,30.482686,0,0,1
D0183396,2025-06-11T06:48:00Z,8192,35,5.2325024,67.773505,12.952408,32.527033,89.241311,211.10384,1.4465839,28.49269,0,1,0
D0183397,2025-06-11T06:48:00Z,8192,35,5.2626303,66.33189,12.604323,32.959685,89.252677,206.14664,1.715004,29.061345,0,0,1
D0183398,2025-06-11T06:48:00Z,8192,35,,,,32.825492,,,,29.33389,0,0,1
D0183399,2025-06-11T06:48:00Z,8192,35,,,,32.873343,,,,28.791566,0,0,1
D0183400,2025-06-11T06:48:00Z,8192,35,,,,32.781676,,,,29.623163,0,0,1
D0183401,2025-06-11T06:48:00Z,8192,35,,,,32.829218,,,,30.721019,0,0,1
D0183402,2025-06-11T06:48:00Z,8192,35,5.2987159,66.444739,12.539782,32.849866,89.298727,210.99792,2.749665,28.466473,0,0,1
D0183403,2025-06-11T06:48:00Z,8192,35,5.1933546,66.013948,12.711234,32.546089,89.2593,209.01942,1.3989844,28.315045,0,0,1
D0183404,2025-06-11T06:48:00Z,8192,35,,,,32.678632,,,,29.067781,0,0,1
D0183405,2025-06-11T06:48:00Z,8192,35,,,,32.973403,,,,30.084032,0,0,1
D0183406,2025-06-11T06:48:00Z,8192,35,,,,32.443815,,,,28.429031,0,0,1
D0183407,2025-06-11T06:48:00Z,8192,35,,,,33.172315,,,,30.668034,0,0,1
D0183408,2025-06-11T06:48:00Z,8192,35,,,,33.162047,,,,28.827122,0,0,1
D0183409,2025-06-11T06:48:00Z,8192,35,,,,32.492824,,,,29.922759,1,0,0
D0183410,2025-06-11T06:48:00Z,8192,35,5.2390311,67.029781,12.794309,33.138105,89.259476,209.57621,1.4982905,30.603748,0,0,1
D0183411,2025-06-11T06:48:00Z,8192,35,,,,32.614514,,,,28.994975,1,0,0
D0183412,2025-06-11T06:48:00Z,8192,35,,,,32.960603,,,,29.745439,0,0,1
D0183413,2025-06-11T06:48:00Z,8192,35,5.1945466,66.573451,12.816027,32.721157,89.222187,213.62753,2.5336535,30.498222,0,0,1
D0183414,2025-06-11T06:48:00Z,8192,35,,,,33.259448,,,,29.13661,0,0,1
D0183415,2025-06-11T06:48:00Z,8192,35,,,,33.037232,,,,30.889296,0,0,1
D0183416,2025-06-11T06:48:00Z,8192,35,,,,32.493696,,,,27.516228,0,0,1
D0183417,2025-06-11T06:48:00Z,8192,35,,,,33.531964,,,,30.803464,0,0,1
D0183418,2025-06-11T06:48:00Z,8192,35,,,,32.908801,,,,30.06557,0,0,1
D0183419,2025-06-11T06:48:00Z,8192,35,,,,33.122405,,,,31.639444,0,0,1
D0183420,2025-06-11T06:48:00Z,8192,35,,,,32.804189,,,,29.263336,1,0,0
D0183421,2025-06-11T06:48:00Z,8192,35,,,,32.505133,,,,28.79276,0,0,1
D0183422,2025-06-11T06:48:00Z,8192,35,,,,32.986064,,,,29.840735,0,0,1
D0183423,2025-06-11T06:48:00Z,8192,35,,,,32.6386,,,,30.51633,0,0,1
D0183424,2025-06-11T06:48:00Z,8192,35,,,,33.134491,,,,30.776683,0,0,1
D0183425,2025-06-11T06:56:00Z,8192,35,,,,31.027579,,,,31.238261,0,0,1
D0183426,2025-06-11T06:56:00Z,8192,35,,,,31.339876,,,,27.671922,0,0,1
D0183427,2025-06-11T06:56:00Z,8192,35,,,,31.337231,,,,28.614442,0,0,1
D0183428,2025-06-11T06:56:00Z,8192,35,,,,31.139777,,,,28.586457,0,0,1
D0183429,2025-06-11T06:56:00Z,8192,35,,,,30.617613,,,,28.656682,0,0,1
D0183430,2025-06-11T06:56:00Z,8192,35,,,,31.883678,,,,32.684725,0,0,1
D0183431,2025-06-11T06:56:00Z,8192,35,5.0726462,65.659171,12.943771,31.243012,89.392019,196.95315,0.50734194,30.241606,0,0,1
D0183432,2025-06-11T06:56:00Z,8192,35,5.0072317,65.044545,12.990121,31.6198,89.394733,198.13163,0.13849906,30.900314,0,0,1
D0183433,2025-06-11T06:56:00Z,8192,35,5.0690896,65.727073,12.966248,31.142106,89.493048,200.02593,0.33691407,28.996614,0,0,1
D0183434,2025-06-11T06:56:00Z,8192,35,5.1664114,65.043641,12.589714,31.150572,89.449849,204.27869,0.15670549,28.767246,0,0,1
D0183435,2025-06-11T06:56:00Z,8192,35,5.0031735,65.32357,13.056427,31.134769,89.4776,202.39434,0.43686504,30.299267,0,0,1
D0183436,2025-06-11T06:56:00Z,8192,35,,,,31.357171,,,,29.987318,0,0,1
D0183437,2025-06-11T06:56:00Z,8192,35,,,,31.698371,,,,29.813806,0,0,1
D0183438,2025-06-11T06:56:00Z,8192,35,,,,31.443452,,,,28.573772,0,0,1
D0183439,2025-06-11T06:56:00Z,8192,35,4.9633115,64.864538,13.068803,31.413054,89.44718,198.6301,0.20198062,31.7792,0,0,1
D0183440,2025-06-11T06:56:00Z,8192,35,,,,31.346659,,,,30.54153,0,0,1
D0183441,2025-06-11T06:56:00Z,8192,35,5.0453819,64.576179,12.799067,31.490257,89.537707,199.84354,0.56829582,31.350083,0,0,1
D0183442,2025-06-11T06:56:00Z,8192,35,,,,30.943072,,,,29.260529,0,0,1
D0183443,2025-06-11T06:56:00Z,8192,35,5.0592418,65.599149,12.966202,31.683793,89.467125,202.68504,0.31633229,29.50027,0,0,1
D0183444,2025-06-11T06:56:00Z,8192,35,,,,31.592452,,,,31.361633,0,0,1
D0183445,2025-06-11T06:56:00Z,8192,35,,,,31.105532,,,,30.952757,0,0,1
D0183446,2025-06-11T06:56:00Z,8192,35,,,,31.304887,,,,30.63191,0,0,1
D0183447,2025-06-11T06:56:00Z,8192,35,,,,31.603694,,,,29.708562,0,0,1
D0183448,2025-06-11T06:56:00Z,8192,35,,,,31.107514,,,,30.789352,0,0,1
D0183449,2025-06-11T06:56:00Z,8192,35,,,,31.106718,,,,30.430265,0,1,0
D0183450,2025-06-11T06:56:00Z,8192,35,,,,31.52778,,,,32.457741,0,0,1
D0183451,2025-06-11T06:56:00Z,8192,35,,,,31.022404,,,,28.541103,1,0,0
D0183452,2025-06-11T06:56:00Z,8192,35,,,,31.284182,,,,29.441976,0,0,1
D0183453,2025-06-11T06:56:00Z,8192,35,,,,31.056021,,,,28.08111,0,0,1
D0183454,2025-06-11T06:56:00Z,8192,35,5.0584336,65.723662,12.992888,31.33827,89.380411,205.41483,0.18821534,29.12822,0,0,1
D0183455,2025-06-11T06:56:00Z,8192,35,,,,31.587048,,,,30.060248,0,0,1
D0183456,2025-06-11T06:56:00Z,8192,35,,,,31.572131,,,,29.924231,0,0,1
D0183457,2025-06-11T07:04:00Z,8192,35,,,,31.958453,,,,30.391434,0,0,1
D0183458,2025-06-11T07:04:00Z,8192,35,,,,31.462306,,,,31.755432,0,0,1
D0183459,2025-06-11T07:04:00Z,8192,35,,,,31.991345,,,,30.887178,0,0,1
D0183460,2025-06-11T07:04:00Z,8192,35,,,,32.036379,,,,28.342843,0,0,1
D0183461,2025-06-11T07:04:00Z,8192,35,,,,31.161792,,,,29.082114,0,0,1
D0183462,2025-06-11T07:04:00Z,8192,35,,,,31.971622,,,,30.88165,0,0,1
D0183463,2025-06-11T07:04:00Z,8192,35,,,,31.598616,,,,28.94654,0,0,1
D0183464,2025-06-11T07:04:00Z,8192,35,,,,31.701814,,,,29.669034,0,0,1
D0183465,2025-06-11T07:04:00Z,8192,35,,,,31.804888,,,,29.058697,0,0,1
D0183466,2025-06-11T07:04:00Z,8192,35,,,,32.029816,,,,30.686934,0,0,1
D0183467,2025-06-11T07:04:00Z,8192,35,5.1744282,66.182514,12.790305,31.444727,89.489791,207.89109,0.60237253,28.236786,0,0,1
D0183468,2025-06-11T07:04:00Z,8192,35,,,,31.687506,,,,30.279469,0,0,1
D0183469,2025-06-11T07:04:00Z,8192,35,,,,31.842291,,,,31.283691,0,0,1
D0183470,2025-06-11T07:04:00Z,8192,35,5.1941356,65.429722,12.596845,31.703586,89.347873,200.20571,0.39569962,29.487171,0,0,1
D0183471,2025-06-11T07:04:00Z,8192,35,,,,32.172661,,,,30.154647,0,0,1
D0183472,2025-06-11T07:04:00Z,8192,35,5.0972034,64.897627,12.732007,31.912813,89.417172,202.23768,0.42006141,30.133228,0,0,1
D0183473,2025-06-11T07:04:00Z,8192,35,4.9902085,64.696396,12.964668,32.014938,89.37508,201.3763,0.59690036,30.698247,0,0,1
D0183474,2025-06-11T07:04:00Z,8192,35,,,,32.117659,,,,31.446152,0,0,1
D0183475,2025-06-11T07:04:00Z,8192,35,,,,31.962018,,,,29.993847,0,0,1
D0183476,2025-06-11T07:04:00Z,8192,35,,,,32.200507,,,,30.866383,0,0,1
D0183477,2025-06-11T07:04:00Z,8192,35,,,,32.256356,,,,29.784227,0,0,1
D0183478,2025-06-11T07:04:00Z,8192,35,,,,32.166737,,,,30.541098,0,0,1
D0183479,2025-06-11T07:04:00Z,8192,35,,,,31.876102,,,,29.14959,0,0,1
D0183480,2025-06-11T07:04:00Z,8192,35,,,,31.447755,,,,31.681912,0,0,1
D0183481,2025-06-11T07:04:00Z,8192,35,,,,31.942904,,,,30.61359,0,0,1
D0183482,2025-06-11T07:04:00Z,8192,35,5.0579728,65.569324,12.963558,31.807003,89.367074,201.4687,0.62584492,29.859244,0,0,1
D0183483,2025-06-11T07:04:00Z,8192,35,,,,31.708393,,,,30.893276,0,0,1
D0183484,2025-06-11T07:04:00Z,8192,35,,,,31.775679,,,,29.040905,0,0,1
D0183485,2025-06-11T07:04:00Z,8192,35,,,,31.850207,,,,29.754492,0,0,1
D0183486,2025-06-11T07:04:00Z,8192,35,5.1189489,65.85587,12.865116,31.845299,89.462686,204.74926,0.21547077,29.424938,0,0,1
D0183487,2025-06-11T07:04:00Z,8192,35,,,,31.929269,,,,29.940782,0,0,1
D0183488,2025-06-11T07:04:00Z,8192,35,,,,31.253117,,,,30.205258,0,0,1
D0183489,2025-06-11T07:12:00Z,8192,35,,,,31.264804,,,,31.318611,0,0,1
D0183490,2025-06-11T07:12:00Z,8192,35,,,,31.083276,,,,30.515437,0,0,1
D0183491,2025-06-11T07:12:00Z,8192,35,,,,31.356865,,,,29.707197,0,0,1
D0183492,2025-06-11T07:12:00Z,8192,35,,,,31.429895,,,,30.516275,0,0,1
D0183493,2025-06-11T07:12:00Z,8192,35,,,,31.074599,,,,30.295121,0,0,1
D0183494,2025-06-11T07:12:00Z,8192,35,,,,31.643397,,,,30.90891,0,0,1
D0183495,2025-06-11T07:12:00Z,8192,35,,,,31.60164,,,,29.700367,0,0,1
D0183496,2025-06-11T07:12:00Z,8192,35,,,,31.712652,,,,29.155377,0,0,1
D0183497,2025-06-11T07:12:00Z,8192,35,,,,31.406551,,,,29.268653,0,0,1
D0183498,2025-06-11T07:12:00Z,8192,35,,,,31.515437,,,,28.93046,0,0,1
D0183499,2025-06-11T07:12:00Z,8192,35,,,,31.631451,,,,30.672589,0,0,1
D0183500,2025-06-11T07:12:00Z,8192,35,5.0917737,65.446927,12.853463,31.254973,89.45085,205.26026,0.4717523,28.70208,0,0,1
D0183501,2025-06-11T07:12:00Z,8192,35,5.1224795,65.895828,12.864049,31.170424,89.47947,206.13675,0.68690578,29.278381,0,0,1
D0183502,2025-06-11T07:12:00Z,8192,35,,,,31.802614,,,,30.664479,0,0,1
D0183503,2025-06-11T07:12:00Z,8192,35,,,,31.89851,,,,31.315112,0,0,1
D0183504,2025-06-11T07:12:00Z,8192,35,,,,31.497156,,,,31.050909,0,0,1
D0183505,2025-06-11T07:12:00Z,8192,35,,,,31.681355,,,,29.605178,0,0,1
D0183506,2025-06-11T07:12:00Z,8192,35,5.0568926,64.684184,12.791291,31.780151,89.481858,206.55551,0.69820807,29.97875,0,0,1
D0183507,2025-06-11T07:12:00Z,8192,35,5.0383115,65.767629,13.053506,31.819083,89.436921,200.33827,1.6852751,30.966897,0,0,1
D0183508,2025-06-11T07:12:00Z,8192,35,,,,31.022426,,,,27.571755,0,0,1
D0183509,2025-06-11T07:12:00Z,8192,35,5.0549945,65.125567,12.88341,31.752917,89.309549,202.4607,0.90209828,30.386679,0,0,1
D0183510,2025-06-11T07:12:00Z,8192,35,,,,31.661214,,,,31.281391,0,0,1
D0183511,2025-06-11T07:12:00Z,8192,35,,,,31.0521,,,,29.629662,0,0,1
D0183512,2025-06-11T07:12:00Z,8192,35,,,,31.414841,,,,30.176659,0,0,1
D0183513,2025-06-11T07:12:00Z,8192,35,,,,31.391981,,,,31.928933,0,0,1
D0183514,2025-06-11T07:12:00Z,8192,35,,,,31.439834,,,,30.393792,0,0,1
D0183515,2025-06-11T07:12:00Z,8192,35,,,,31.423033,,,,29.010298,0,0,1
D0183516,2025-06-11T07:12:00Z,8192,35,,,,30.981442,,,,30.813065,0,0,1
D0183517,2025-06-11T07:12:00Z,8192,35,5.092039,64.358444,12.639032,31.387436,89.519151,198.99089,0.59099636,30.075926,0,0,1
D0183518,2025-06-11T07:12:00Z,8192,35,5.0702425,65.456856,12.910005,31.411629,89.462356,203.18144,0.71303444,29.886137,0,0,1
D0183519,2025-06-11T07:12:00Z,8192,35,,,,31.953056,,,,31.836319,0,0,1
D0183520,2025-06-11T07:12:00Z,8192,35,,,,31.430427,,,,28.54439,0,0,1
D0183521,2025-06-11T07:20:00Z,8192,35,,,,31.407603,,,,31.005525,0,0,1
D0183522,2025-06-11T07:20:00Z,8192,35,,,,31.68945,,,,31.598409,0,0,1
D0183523,2025-06-11T07:20:00Z,8192,35,,,,31.906744,,,,28.271222,0,0,1
D0183524,2025-06-11T07:20:00Z,8192,35,5.0439096,65.394869,12.965115,31.736222,89.514886,203.66707,1.1079348,30.733234,0,0,1
D0183525,2025-06-11T07:20:00Z,8192,35,,,,31.70037,,,,30.634977,0,0,1
D0183526,2025-06-11T07:20:00Z,8192,35,,,,31.714517,,,,29.967711,0,0,1
D0183527,2025-06-11T07:20:00Z,8192,35,,,,31.393345,,,,31.058784,0,0,1
D0183528,2025-06-11T07:20:00Z,8192,35,,,,31.38517,,,,30.052816,0,0,1
D0183529,2025-06-11T07:20:00Z,8192,35,5.1052775,64.725427,12.678141,31.40934,89.404534,203.81073,0.60279241,29.099719,0,0,1
D0183530,2025-06-11T07:20:00Z,8192,35,,,,31.276916,,,,30.823202,0,0,1
D0183531,2025-06-11T07:20:00Z,8192,35,,,,32.072268,,,,30.283175,0,0,1
D0183532,2025-06-11T07:20:00Z,8192,35,4.9676133,65.266244,13.13835,32.174661,89.395109,203.29097,1.1874531,31.203505,0,0,1
D0183533,2025-06-11T07:20:00Z,8192,35,5.026997,65.296234,12.989113,31.704671,89.452616,197.27058,0.56846754,29.889846,0,0,1
D0183534,2025-06-11T07:20:00Z,8192,35,,,,31.705745,,,,28.989905,0,0,1
D0183535,2025-06-11T07:20:00Z,8192,35,,,,31.319671,,,,29.864201,0,0,1
D0183536,2025-06-11T07:20:00Z,8192,35,,,,31.375718,,,,29.262283,0,0,1
D0183537,2025-06-11T07:20:00Z,8192,35,,,,31.817132,,,,30.339414,0,0,1
D0183538,2025-06-11T07:20:00Z,8192,35,,,,31.938379,,,,29.904069,0,0,1
D0183539,2025-06-11T07:20:00Z,8192,35,,,,31.65784,,,,28.537072,0,0,1
D0183540,2025-06-11T07:20:00Z,8192,35,5.0193724,65.399781,13.029474,31.64757,89.369156,199.98089,0.9629123,29.766831,0,0,1
D0183541,2025-06-11T07:20:00Z,8192,35,5.0460353,65.080761,12.897405,31.804862,89.520295,204.96012,0.73259743,29.907985,0,0,1
D0183542,2025-06-11T07:20:00Z,8192,35,,,,31.218946,,,,30.146353,0,0,1
D0183543,2025-06-11T07:20:00Z,8192,35,,,,31.641819,,,,30.602741,0,0,1
D0183544,2025-06-11T07:20:00Z,8192,35,5.097187,65.158351,12.783198,31.323209,89.464501,206.52708,0.67991128,29.142195,0,0,1
D0183545,2025-06-11T07:20:00Z,8192,35,,,,31.450108,,,,29.426636,0,0,1
D0183546,2025-06-11T07:20:00Z,8192,35,,,,31.856686,,,,31.551779,0,0,1
D0183547,2025-06-11T07:20:00Z,8192,35,5.1419399,65.621935,12.762097,31.862469,89.400828,206.09038,0.82197079,28.766254,0,0,1
D0183548,2025-06-11T07:20:00Z,8192,35,,,,32.135723,,,,31.858848,0,0,1
D0183549,2025-06-11T07:20:00Z,8192,35,,,,32.07131,,,,31.297468,0,0,1
D0183550,2025-06-11T07:20:00Z,8192,35,5.1613915,65.430589,12.676928,31.734097,89.592585,207.70975,0.72058888,29.467344,0,0,1
D0183551,2025-06-11T07:20:00Z,8192,35,5.1381643,64.832414,12.617816,31.602687,89.491952,201.36734,0.67619605,28.675961,0,0,1
D0183552,2025-06-11T07:20:00Z,8192,35,4.8486391,65.790438,13.568846,31.395231,89.416099,203.28824,0.44848927,32.243044,0,0,1
D0183553,2025-06-11T07:28:00Z,8192,35,,,,31.991222,,,,30.687879,0,0,1
D0183554,2025-06-11T07:28:00Z,8192,35,,,,31.638924,,,,30.165614,0,0,1
D0183555,2025-06-11T07:28:00Z,8192,35,,,,31.840864,,,,29.493775,0,0,1
D0183556,2025-06-11T07:28:00Z,8192,35,5.1744662,65.882841,12.732297,31.775036,89.566112,208.21041,0.32959583,28.774449,0,0,1
D0183557,2025-06-11T07:28:00Z,8192,35,,,,31.887588,,,,29.929073,0,0,1
D0183558,2025-06-11T07:28:00Z,8192,35,,,,32.120213,,,,31.715332,0,0,1
D0183559,2025-06-11T07:28:00Z,8192,35,,,,32.037817,,,,28.816356,0,0,1
D0183560,2025-06-11T07:28:00Z,8192,35,,,,32.180624,,,,30.267577,0,0,1
D0183561,2025-06-11T07:28:00Z,8192,35,5.215426,65.867257,12.629315,31.901273,89.393766,208.29484,0.34651414,29.509217,0,0,1
D0183562,2025-06-11T07:28:00Z,8192,35,5.042761,65.102099,12.910011,31.878094,89.430528,211.12121,0.32658421,31.390772,0,0,1
D0183563,2025-06-11T07:28:00Z,8192,35,,,,31.646234,,,,29.887033,0,0,1
D0183564,2025-06-11T07:28:00Z,8192,35,5.0851234,66.2674,13.031621,32.244875,89.381598,210.00837,0.34630676,29.882267,0,0,1
D0183565,2025-06-11T07:28:00Z,8192,35,5.0574212,65.661696,12.983236,32.276222,89.48148,200.99973,0.32753288,29.645035,0,0,1
D0183566,2025-06-11T07:28:00Z,8192,35,,,,31.842236,,,,31.824339,0,0,1
D0183567,2025-06-11T07:28:00Z,8192,35,,,,31.477205,,,,29.221068,0,0,1
D0183568,2025-06-11T07:28:00Z,8192,35,,,,31.932417,,,,29.757968,0,0,1
D0183569,2025-06-11T07:28:00Z,8192,35,5.0834837,65.790622,12.942035,31.890446,89.368358,208.61458,0.36238604,30.788283,0,0,1
D0183570,2025-06-11T07:28:00Z,8192,35,,,,31.234379,,,,30.023226,0,0,1
D0183571,2025-06-11T07:28:00Z,8192,35,,,,32.272127,,,,30.55043,0,0,1
D0183572,2025-06-11T07:28:00Z,8192,35,,,,32.002148,,,,30.430221,0,0,1
D0183573,2025-06-11T07:28:00Z,8192,35,,,,31.535546,,,,30.097646,0,0,1
D0183574,2025-06-11T07:28:00Z,8192,35,,,,32.198575,,,,29.601522,0,0,1
D0183575,2025-06-11T07:28:00Z,8192,35,5.1972916,65.764359,12.653583,31.888547,89.486896,201.03223,0.27387175,30.546928,0,0,1
D0183576,2025-06-11T07:28:00Z,8192,35,,,,31.771411,,,,30.278827,0,0,1
D0183577,2025-06-11T07:28:00Z,8192,35,,,,31.321696,,,,31.204271,0,0,1
D0183578,2025-06-11T07:28:00Z,8192,35,5.113105,65.082874,12.72864,32.136014,89.453395,204.93941,0.38164797,30.113217,0,0,1
D0183579,2025-06-11T07:28:00Z,8192,35,,,,32.055868,,,,31.308324,0,0,1
D0183580,2025-06-11T07:28:00Z,8192,35,,,,31.659258,,,,28.9007,0,0,1
D0183581,2025-06-11T07:28:00Z,8192,35,,,,31.940023,,,,29.629322,0,0,1
D0183582,2025-06-11T07:28:00Z,8192,35,5.0629083,65.851877,13.006729,31.97043,89.375799,199.84854,0.48159766,30.417583,0,0,1
D0183583,2025-06-11T07:28:00Z,8192,35,5.1263292,65.989131,12.872589,31.463571,89.296976,207.11961,0.38399952,29.633069,0,0,1
D0183584,2025-06-11T07:28:00Z,8192,35,,,,31.471068,,,,28.897662,0,0,1
D0183585,2025-06-11T07:36:00Z,8192,35,,,,31.655562,,,,29.532213,1,0,0
D0183586,2025-06-11T07:36:00Z,8192,35,,,,31.260746,,,,29.361314,0,0,1
D0183587,2025-06-11T07:36:00Z,8192,35,,,,31.408814,,,,31.963049,0,0,1
D0183588,2025-06-11T07:36:00Z,8192,35,,,,31.345631,,,,30.324851,0,0,1
D0183589,2025-06-11T07:36:00Z,8192,35,,,,31.427191,,,,30.913333,0,0,1
D0183590,2025-06-11T07:36:00Z,8192,35,5.042576,65.814731,13.051807,31.245671,89.573521,208.49053,0.6657959,31.813098,0,0,1
D0183591,2025-06-11T07:36:00Z,8192,35,4.9400822,65.096661,13.177242,31.65078,89.452699,210.46017,0.70603087,31.392198,0,0,1
D0183592,2025-06-11T07:36:00Z,8192,35,,,,31.420312,,,,29.432501,0,0,1
D0183593,2025-06-11T07:36:00Z,8192,35,,,,31.377812,,,,28.748578,0,0,1
D0183594,2025-06-11T07:36:00Z,8192,35,5.1206401,64.847437,12.663932,32.039235,89.516959,204.80503,0.72243221,29.55749,0,0,1
D0183595,2025-06-11T07:36:00Z,8192,35,,,,31.415374,,,,30.474717,1,0,0
D0183596,2025-06-11T07:36:00Z,8192,35,,,,31.367973,,,,29.859804,0,0,1
D0183597,2025-06-11T07:36:00Z,8192,35,5.0245583,64.511495,12.839237,31.612107,89.528233,205.64598,0.76290408,30.353043,0,0,1
D0183598,2025-06-11T07:36:00Z,8192,35,,,,31.672388,,,,33.595377,0,0,1
D0183599,2025-06-11T07:36:00Z,8192,35,,,,31.623877,,,,30.96904,0,0,1
D0183600,2025-06-11T07:36:00Z,8192,35,,,,31.354749,,,,30.09933,0,0,1
D0183601,2025-06-11T07:36:00Z,8192,35,,,,31.457635,,,,30.087922,0,0,1
D0183602,2025-06-11T07:36:00Z,8192,35,,,,31.189366,,,,29.451212,0,0,1
D0183603,2025-06-11T07:36:00Z,8192,35,,,,31.338326,,,,31.422042,0,0,1
D0183604,2025-06-11T07:36:00Z,8192,35,,,,31.555457,,,,29.382936,0,0,1
D0183605,2025-06-11T07:36:00Z,8192,35,5.0002115,65.305336,13.060515,31.378109,89.428492,203.35394,1.0527042,31.400967,0,0,1
D0183606,2025-06-11T07:36:00Z,8192,35,,,,31.258484,,,,30.327351,0,0,1
D0183607,2025-06-11T07:36:00Z,8192,35,,,,31.416679,,,,30.629604,0,0,1
D0183608,2025-06-11T07:36:00Z,8192,35,,,,31.343427,,,,31.991654,0,0,1
D0183609,2025-06-11T07:36:00Z,8192,35,5.0196422,65.891574,13.126747,31.709284,89.520961,203.30532,0.76593713,31.067861,0,0,1
D0183610,2025-06-11T07:36:00Z,8192,35,,,,31.525638,,,,30.559744,0,0,1
D0183611,2025-06-11T07:36:00Z,8192,35,4.9625039,64.53822,13.005173,31.702203,89.496675,206.33492,0.68362723,32.436665,0,0,1
D0183612,2025-06-11T07:36:00Z,8192,35,,,,31.449661,,,,31.091879,0,0,1
D0183613,2025-06-11T07:36:00Z,8192,35,,,,31.328469,,,,29.753662,0,0,1
D0183614,2025-06-11T07:36:00Z,8192,35,4.9678026,64.623547,13.008477,31.512974,89.478524,202.60487,0.37557066,31.540735,0,0,1
D0183615,2025-06-11T07:36:00Z,8192,35,,,,31.666762,,,,29.689471,0,0,1
D0183616,2025-06-11T07:36:00Z,8192,35,,,,31.70312,,,,31.369326,0,0,1
D0183617,2025-06-11T07:44:00Z,8192,35,,,,31.424167,,,,31.22076,0,0,1
D0183618,2025-06-11T07:44:00Z,8192,35,,,,32.017245,,,,31.225633,0,0,1
D0183619,2025-06-11T07:44:00Z,8192,35,,,,31.6762,,,,29.120583,0,0,1
D0183620,2025-06-11T07:44:00Z,8192,35,,,,31.907787,,,,31.183975,0,0,1
D0183621,2025-06-11T07:44:00Z,8192,35,,,,31.648338,,,,30.554923,0,0,1
D0183622,2025-06-11T07:44:00Z,8192,35,,,,31.532725,,,,28.750793,0,0,1
D0183623,2025-06-11T07:44:00Z,8192,35,,,,31.697822,,,,30.304113,0,0,1
D0183624,2025-06-11T07:44:00Z,8192,35,,,,31.55994,,,,30.08138,0,0,1
D0183625,2025-06-11T07:44:00Z,8192,35,,,,31.587995,,,,32.350224,0,0,1
D0183626,2025-06-11T07:44:00Z,8192,35,,,,31.376234,,,,30.65301,0,0,1
D0183627,2025-06-11T07:44:00Z,8192,35,,,,31.622625,,,,30.138909,0,0,1
D0183628,2025-06-11T07:44:00Z,8192,35,,,,31.647366,,,,31.776537,0,0,1
D0183629,2025-06-11T07:44:00Z,8192,35,,,,31.841105,,,,30.435596,0,0,1
