die_id,stack_id,disposition
D0140249,S013176,assembled
D0140250,S013184,assembled
D0140251,S013134,assembled
D0140252,S013182,assembled
D0140253,S013227,assembled
D0140254,S013176,assembled
D0140255,S013173,assembled
D0140256,S013196,assembled
D0140257,S013136,assembled
D0140258,S013222,assembled
D0140259,S013181,assembled
D0140260,S013156,assembled
D0140261,S013138,assembled
D0140262,S013164,assembled
D0140263,S013206,assembled
D0140264,S013187,assembled
D0140265,S013218,assembled
D0140266,S013207,assembled
D0140267,S013147,assembled
D0140268,,screen_rejected
D0140269,S013212,assembled
D0140270,S013134,assembled
D0140271,S013210,assembled
D0140272,S013134,assembled
D0140273,S013191,assembled
D0140274,S013184,assembled
D0140275,S013210,assembled
D0140276,S013145,assembled
D0140277,S013205,assembled
D0140278,S013191,assembled
D0140279,S013187,assembled
D0140280,S013148,assembled
D0140281,,screen_rejected
D0140282,S013224,assembled
D0140283,S013192,assembled
D0140284,S013202,assembled
D0140285,S013161,assembled
D0140286,S013206,assembled
D0140287,S013207,assembled
D0140288,S013199,assembled
D0140289,S013155,assembled
D0140290,S013207,assembled
D0140291,S013181,assembled
D0140292,S013219,assembled
D0140293,S013219,assembled
D0140294,S013222,assembled
D0140295,S013221,assembled
D0140296,S013146,assembled
D0140297,S013193,assembled
D0140298,S013184,assembled
D0140299,S013144,assembled
D0140300,S013193,assembled
D0140301,S013210,assembled
D0140302,S013159,assembled
D0140303,S013217,assembled
D0140304,,screen_rejected
D0140305,S013144,assembled
D0140306,S013212,assembled
D0140307,S013177,assembled
D0140308,S013172,assembled
D0140309,S013176,assembled
D0140310,S013152,assembled
D0140311,S013183,assembled
D0140312,S013164,assembled
D0140313,S013214,assembled
D0140314,S013173,assembled
D0140315,S013143,assembled
D0140316,S013180,assembled
D0140317,S013203,assembled
D0140318,S013181,assembled
D0140319,S013205,assembled
D0140320,S013197,assembled
D0140321,S013154,assembled
D0140322,S013212,assembled
D0140323,S013222,assembled
D0140324,S013174,assembled
D0140325,S013166,assembled
D0140326,S013154,assembled
D0140327,S013215,assembled
D0140328,S013199,assembled
D0140329,S013186,assembled
D0140330,S013147,assembled
D0140331,S013136,assembled
D0140332,S013221,assembled
D0140333,S013223,assembled
D0140334,S013143,assembled
D0140335,S013142,assembled
D0140336,S013177,assembled
D0140337,S013221,assembled
D0140338,S013216,assembled
D0140339,S013147,assembled
D0140340,S013212,assembled
D0140341,S013137,assembled
D0140342,S013224,assembled
D0140343,S013200,assembled
D0140344,S013222,assembled
D0140345,S013225,assembled
D0140346,,screen_rejected
D0140347,S013187,assembled
D0140348,S013179,assembled
D0140349,S013193,assembled
D0140350,S013144,assembled
D0140351,,screen_rejected
D0140352,S013148,assembled
D0140353,S013188,assembled
D0140354,S013137,assembled
D0140355,,screen_rejected
D0140356,S013221,assembled
D0140357,S013161,assembled
D0140358,S013162,assembled
D0140359,S013169,assembled
D0140360,S013152,assembled
D0140361,S013186,assembled
D0140362,S013178,assembled
D0140363,S013166,assembled
D0140364,S013146,assembled
D0140365,S013178,assembled
D0140366,S013216,assembled
D0140367,S013175,assembled
D0140368,,screen_rejected
D0140369,S013182,assembled
D0140370,S013188,assembled
D0140371,S013176,assembled
D0140372,S013139,assembled
D0140373,S013167,assembled
D0140374,,screen_rejected
D0140375,S013162,assembled
D0140376,S013196,assembled
D0140377,S013160,assembled
D0140378,S013163,assembled
D0140379,S013167,assembled
D0140380,S013208,assembled
D0140381,S013215,assembled
D0140382,S013175,assembled
D0140383,S013150,assembled
D0140384,S013203,assembled
D0140385,S013201,assembled
D0140386,S013152,assembled
D0140387,S013203,assembled
D0140388,S013225,assembled
D0140389,S013225,assembled
D0140390,S013169,assembled
D0140391,S013225,assembled
D0140392,S013201,assembled
D0140393,S013160,assembled
D0140394,S013198,assembled
D0140395,S013147,assembled
D0140396,S013138,assembled
D0140397,S013204,assembled
D0140398,S013167,assembled
D0140399,,screen_rejected
D0140400,S013194,assembled
D0140401,S013143,assembled
D0140402,S013214,assembled
D0140403,S013142,assembled
D0140404,S013179,assembled
D0140405,S013159,assembled
D0140406,S013203,assembled
D0140407,S013207,assembled
D0140408,S013141,assembled
D0140409,S013216,assembled
D0140410,S013158,assembled
D0140411,S013145,assembled
D0140412,S013171,assembled
D0140413,S013169,assembled
D0140414,S013152,assembled
D0140415,S013213,assembled
D0140416,S013206,assembled
D0140417,S013207,assembled
D0140418,S013151,assembled
D0140419,S013183,assembled
D0140420,S013180,assembled
D0140421,S013211,assembled
D0140422,S013163,assembled
D0140423,S013146,assembled
D0140424,S013189,assembled
D0140425,S013135,assembled
D0140426,S013159,assembled
D0140427,S013153,assembled
D0140428,S013203,assembled
D0140429,S013174,assembled
D0140430,S013148,assembled
D0140431,S013196,assembled
D0140432,S013177,assembled
D0140433,S013223,assembled
D0140434,S013193,assembled
D0140435,S013202,assembled
D0140436,S013179,assembled
D0140437,S013156,assembled
D0140438,S013141,assembled
D0140439,S013202,assembled
D0140440,S013179,assembled
D0140441,S013135,assembled
D0140442,S013222,assembled
D0140443,S013193,assembled
D0140444,S013207,assembled
D0140445,S013225,assembled
D0140446,S013138,assembled
D0140447,S013168,assembled
D0140448,S013163,assembled
D0140449,S013226,assembled
D0140450,S013227,assembled
D0140451,S013159,assembled
D0140452,S013139,assembled
D0140453,S013208,assembled
D0140454,S013135,assembled
D0140455,S013209,assembled
D0140456,S013221,assembled
D0140457,S013137,assembled
D0140458,S013144,assembled
D0140459,S013142,assembled
D0140460,,screen_rejected
D0140461,S013144,assembled
D0140462,S013208,assembled
D0140463,S013227,assembled
D0140464,S013175,assembled
D0140465,S013147,assembled
D0140466,S013150,assembled
D0140467,S013196,assembled
D0140468,S013218,assembled
D0140469,S013155,assembled
D0140470,S013190,assembled
D0140471,S013158,assembled
D0140472,S013190,assembled
D0140473,S013194,assembled
D0140474,S013136,assembled
D0140475,S013180,assembled
D0140476,S013215,assembled
D0140477,S013191,assembled
D0140478,,screen_rejected
D0140479,S013180,assembled
D0140480,S013183,assembled
D0140481,S013153,assembled
D0140482,S013146,assembled
D0140483,S013186,assembled
D0140484,S013171,assembled
D0140485,S013186,assembled
D0140486,S013161,assembled
D0140487,S013183,assembled
D0140488,S013185,assembled
D0140489,S013182,assembled
D0140490,S013171,assembled
D0140491,S013172,assembled
D0140492,S013215,assembled
D0140493,S013166,assembled
D0140494,,screen_rejected
D0140495,S013157,assembled
D0140496,S013172,assembled
D0140497,S013154,assembled
D0140498,S013186,assembled
D0140499,S013227,assembled
D0140500,S013159,assembled
D0140501,S013173,assembled
D0140502,S013192,assembled
D0140503,S013192,assembled
D0140504,S013187,assembled
D0140505,S013181,assembled
D0140506,S013211,assembled
D0140507,S013179,assembled
D0140508,S013151,assembled
D0140509,S013167,assembled
D0140510,S013150,assembled
D0140511,S013134,assembled
D0140512,S013163,assembled
D0140513,S013162,assembled
D0140514,S013204,assembled
D0140515,S013182,assembled
D0140516,S013138,assembled
D0140517,S013144,assembled
D0140518,S013199,assembled
D0140519,S013196,assembled
D0140520,S013158,assembled
D0140521,S013152,assembled
D0140522,S013134,assembled
D0140523,S013185,assembled
D0140524,,screen_rejected
D0140525,S013198,assembled
D0140526,S013138,assembled
D0140527,S013153,assembled
D0140528,S013218,assembled
D0140529,S013135,assembled
D0140530,S013164,assembled
D0140531,S013193,assembled
D0140532,S013146,assembled
D0140533,S013194,assembled
D0140534,S013134,assembled
D0140535,S013139,assembled
D0140536,S013168,assembled
D0140537,S013185,assembled
D0140538,S013205,assembled
D0140539,S013157,assembled
D0140540,S013223,assembled
D0140541,S013158,assembled
D0140542,S013147,assembled
D0140543,S013200,assembled
D0140544,S013210,assembled
D0140545,S013193,assembled
D0140546,S013139,assembled
D0140547,S013211,assembled
D0140548,,screen_rejected
D0140549,S013192,assembled
D0140550,,screen_rejected
D0140551,S013166,assembled
D0140552,S013179,assembled
D0140553,S013149,assembled
D0140554,S013174,assembled
D0140555,S013148,assembled
D0140556,S013152,assembled
D0140557,S013190,assembled
D0140558,S013152,assembled
D0140559,S013162,assembled
D0140560,S013196,assembled
D0140561,,screen_rejected
D0140562,S013217,assembled
D0140563,S013171,assembled
D0140564,S013160,assembled
D0140565,S013226,assembled
D0140566,S013213,assembled
D0140567,S013164,assembled
D0140568,S013149,assembled
D0140569,,screen_rejected
D0140570,S013165,assembled
D0140571,S013211,assembled
D0140572,S013137,assembled
D0140573,S013201,assembled
D0140574,S013224,assembled
D0140575,S013171,assembled
D0140576,S013168,assembled
D0140577,S013179,assembled
D0140578,S013144,assembled
D0140579,S013178,assembled
D0140580,S013170,assembled
D0140581,,screen_rejected
D0140582,S013145,assembled
D0140583,S013191,assembled
D0140584,S013140,assembled
D0140585,S013177,assembled
D0140586,S013214,assembled
D0140587,S013171,assembled
D0140588,S013216,assembled
D0140589,S013166,assembled
D0140590,S013158,assembled
D0140591,S013165,assembled
D0140592,S013168,assembled
D0140593,S013177,assembled
D0140594,S013214,assembled
D0140595,S013151,assembled
D0140596,S013184,assembled
D0140597,S013157,assembled
D0140598,,screen_rejected
D0140599,S013205,assembled
D0140600,S013150,assembled
D0140601,S013197,assembled
D0140602,S013208,assembled
D0140603,S013185,assembled
D0140604,S013224,assembled
D0140605,S013172,assembled
D0140606,S013216,assembled
D0140607,S013195,assembled
D0140608,S013203,assembled
D0140609,S013154,assembled
D0140610,S013153,assembled
D0140611,S013160,assembled
D0140612,S013216,assembled
D0140613,S013217,assembled
D0140614,,screen_rejected
D0140615,S013183,assembled
D0140616,S013167,assembled
D0140617,S013217,assembled
D0140618,S013150,assembled
D0140619,S013165,assembled
D0140620,S013185,assembled
D0140621,S013170,assembled
D0140622,S013157,assembled
D0140623,S013202,assembled
D0140624,S013227,assembled
D0140625,S013148,assembled
D0140626,S013174,assembled
D0140627,S013197,assembled
D0140628,,screen_rejected
D0140629,,screen_rejected
D0140630,S013198,assembled
D0140631,S013175,assembled
D0140632,S013221,assembled
D0140633,S013162,assembled
D0140634,S013198,assembled
D0140635,S013170,assembled
D0140636,,screen_rejected
D0140637,S013149,assembled
D0140638,S013142,assembled
D0140639,S013190,assembled
D0140640,S013161,assembled
D0140641,S013175,assembled
D0140642,,screen_rejected
D0140643,S013201,assembled
D0140644,S013161,assembled
D0140645,S013222,assembled
D0140646,S013187,assembled
D0140647,S013220,assembled
D0140648,S013192,assembled
D0140649,S013173,assembled
D0140650,S013197,assembled
D0140651,S013201,assembled
D0140652,S013206,assembled
D0140653,S013146,assembled
D0140654,S013196,assembled
D0140655,S013141,assembled
D0140656,S013176,assembled
D0140657,S013177,assembled
D0140658,,screen_rejected
D0140659,S013142,assembled
D0140660,S013194,assembled
D0140661,S013166,assembled
D0140662,S013139,assembled
D0140663,S013138,assembled
D0140664,S013208,assembled
D0140665,S013148,assembled
D0140666,S013197,assembled
D0140667,S013190,assembled
D0140668,S013209,assembled
D0140669,S013215,assembled
D0140670,,screen_rejected
D0140671,S013170,assembled
D0140672,S013144,assembled
D0140673,S013173,assembled
D0140674,S013184,assembled
D0140675,S013165,assembled
D0140676,S013156,assembled
D0140677,S013218,assembled
D0140678,S013154,assembled
D0140679,S013185,assembled
D0140680,S013162,assembled
D0140681,,screen_rejected
D0140682,S013226,assembled
D0140683,S013187,assembled
D0140684,S013197,assembled
D0140685,S013149,assembled
D0140686,S013209,assembled
D0140687,S013162,assembled
D0140688,S013134,assembled
D0140689,S013154,assembled
D0140690,S013167,assembled
D0140691,S013193,assembled
D0140692,S013219,assembled
D0140693,S013170,assembled
D0140694,S013220,assembled
D0140695,S013168,assembled
D0140696,S013138,assembled
D0140697,S013176,assembled
D0140698,,screen_rejected
D0140699,S013212,assembled
D0140700,S013190,assembled
D0140701,S013151,assembled
D0140702,S013165,assembled
D0140703,S013137,assembled
D0140704,S013198,assembled
D0140705,S013183,assembled
D0140706,S013218,assembled
D0140707,S013170,assembled
D0140708,,screen_rejected
D0140709,S013215,assembled
D0140710,S013195,assembled
D0140711,S013146,assembled
D0140712,S013154,assembled
D0140713,S013161,assembled
D0140714,S013190,assembled
D0140715,S013194,assembled
D0140716,S013206,assembled
D0140717,S013142,assembled
D0140718,S013168,assembled
D0140719,,screen_rejected
D0140720,,screen_rejected
D0140721,S013200,assembled
D0140722,S013185,assembled
D0140723,S013184,assembled
D0140724,S013213,assembled
D0140725,S013206,assembled
D0140726,S013183,assembled
D0140727,S013220,assembled
D0140728,S013145,assembled
D0140729,S013189,assembled
D0140730,S013177,assembled
D0140731,S013198,assembled
D0140732,S013157,assembled
D0140733,S013151,assembled
D0140734,S013191,assembled
D0140735,S013164,assembled
D0140736,S013204,assembled
D0140737,S013203,assembled
D0140738,S013195,assembled
D0140739,S013213,assembled
D0140740,S013159,assembled
D0140741,S013222,assembled
D0140742,S013195,assembled
D0140743,,screen_rejected
D0140744,,screen_rejected
D0140745,S013186,assembled
D0140746,S013224,assembled
D0140747,S013224,assembled
D0140748,S013222,assembled
D0140749,S013223,assembled
D0140750,S013226,assembled
D0140751,S013143,assembled
D0140752,S013191,assembled
D0140753,S013213,assembled
D0140754,S013178,assembled
D0140755,S013178,assembled
D0140756,S013171,assembled
D0140757,S013202,assembled
D0140758,S013151,assembled
D0140759,S013153,assembled
D0140760,S013196,assembled
D0140761,S013149,assembled
D0140762,S013163,assembled
D0140763,S013194,assembled
D0140764,S013200,assembled
D0140765,,screen_rejected
D0140766,S013217,assembled
D0140767,S013205,assembled
D0140768,S013200,assembled
D0140769,S013224,assembled
D0140770,S013185,assembled
D0140771,S013214,assembled
D0140772,S013220,assembled
D0140773,S013157,assembled
D0140774,S013155,assembled
D0140775,S013210,assembled
D0140776,S013192,assembled
D0140777,S013157,assembled
D0140778,S013199,assembled
D0140779,S013165,assembled
D0140780,S013158,assembled
D0140781,S013226,assembled
D0140782,S013205,assembled
D0140783,S013143,assembled
D0140784,S013209,assembled
D0140785,S013213,assembled
D0140786,S013189,assembled
D0140787,S013165,assembled
D0140788,S013155,assembled
D0140789,S013178,assembled
D0140790,S013177,assembled
D0140791,,screen_rejected
D0140792,S013160,assembled
D0140793,S013140,assembled
D0140794,S013181,assembled
D0140795,S013150,assembled
D0140796,S013163,assembled
D0140797,S013161,assembled
D0140798,,screen_rejected
D0140799,S013147,assembled
D0140800,S013156,assembled
D0140801,S013238,assembled
D0140802,S013247,assembled
D0140803,S013264,assembled
D0140804,S013284,assembled
D0140805,S013247,assembled
D0140806,S013253,assembled
D0140807,,screen_rejected
D0140808,S013242,assembled
D0140809,S013251,assembled
D0140810,S013265,assembled
D0140811,S013281,assembled
D0140812,S013270,assembled
D0140813,S013254,assembled
D0140814,S013233,assembled
D0140815,S013278,assembled
D0140816,S013289,assembled
D0140817,S013263,assembled
D0140818,S013248,assembled
D0140819,S013247,assembled
D0140820,S013248,assembled
D0140821,S013268,assembled
D0140822,S013275,assembled
D0140823,S013246,assembled
D0140824,S013278,assembled
D0140825,S013285,assembled
D0140826,S013239,assembled
D0140827,S013284,assembled
D0140828,S013255,assembled
D0140829,,screen_rejected
D0140830,S013232,assembled
D0140831,S013238,assembled
D0140832,S013266,assembled
D0140833,S013284,assembled
D0140834,S013246,assembled
D0140835,S013228,assembled
D0140836,S013277,assembled
D0140837,S013289,assembled
D0140838,S013258,assembled
D0140839,S013282,assembled
D0140840,S013265,assembled
D0140841,S013265,assembled
D0140842,S013242,assembled
D0140843,S013247,assembled
D0140844,S013235,assembled
D0140845,S013285,assembled
D0140846,S013278,assembled
D0140847,S013270,assembled
D0140848,S013287,assembled
D0140849,S013251,assembled
D0140850,S013278,assembled
D0140851,S013233,assembled
D0140852,S013277,assembled
D0140853,S013269,assembled
D0140854,S013235,assembled
D0140855,S013243,assembled
D0140856,S013255,assembled
D0140857,S013270,assembled
D0140858,S013258,assembled
D0140859,S013253,assembled
D0140860,S013290,assembled
D0140861,S013239,assembled
D0140862,S013270,assembled
D0140863,S013267,assembled
D0140864,S013261,assembled
D0140865,S013235,assembled
D0140866,S013290,assembled
D0140867,S013288,assembled
D0140868,S013251,assembled
D0140869,S013248,assembled
D0140870,S013283,assembled
D0140871,S013236,assembled
D0140872,S013272,assembled
D0140873,S013280,assembled
D0140874,S013228,assembled
D0140875,S013238,assembled
D0140876,S013279,assembled
D0140877,S013272,assembled
D0140878,,screen_rejected
D0140879,S013264,assembled
D0140880,,eligible_unassigned
D0140881,S013246,assembled
D0140882,S013259,assembled
D0140883,S013232,assembled
D0140884,S013252,assembled
D0140885,S013254,assembled
D0140886,S013266,assembled
D0140887,S013290,assembled
D0140888,S013238,assembled
D0140889,S013236,assembled
D0140890,S013264,assembled
D0140891,,screen_rejected
D0140892,S013267,assembled
D0140893,S013285,assembled
D0140894,,eligible_unassigned
D0140895,S013240,assembled
D0140896,S013230,assembled
D0140897,S013280,assembled
D0140898,S013249,assembled
D0140899,S013267,assembled
D0140900,S013245,assembled
D0140901,S013241,assembled
D0140902,S013256,assembled
D0140903,,screen_rejected
D0140904,S013259,assembled
D0140905,S013233,assembled
D0140906,S013249,assembled
D0140907,,screen_rejected
D0140908,S013266,assembled
D0140909,S013290,assembled
D0140910,S013285,assembled
D0140911,,screen_rejected
D0140912,S013290,assembled
D0140913,S013280,assembled
D0140914,,eligible_unassigned
D0140915,S013282,assembled
D0140916,,screen_rejected
D0140917,S013250,assembled
D0140918,S013250,assembled
D0140919,S013288,assembled
D0140920,,screen_rejected
D0140921,S013235,assembled
D0140922,S013272,assembled
D0140923,S013253,assembled
D0140924,S013281,assembled
D0140925,S013230,assembled
D0140926,S013289,assembled
D0140927,S013257,assembled
D0140928,S013246,assembled
D0140929,S013273,assembled
D0140930,S013257,assembled
D0140931,S013272,assembled
D0140932,S013265,assembled
D0140933,S013276,assembled
D0140934,S013259,assembled
D0140935,S013247,assembled
D0140936,S013273,assembled
D0140937,S013259,assembled
D0140938,S013233,assembled
D0140939,S013237,assembled
D0140940,S013289,assembled
D0140941,S013244,assembled
D0140942,S013286,assembled
D0140943,S013241,assembled
D0140944,S013271,assembled
D0140945,S013287,assembled
D0140946,S013262,assembled
D0140947,S013242,assembled
D0140948,S013276,assembled
D0140949,S013229,assembled
D0140950,S013256,assembled
D0140951,S013270,assembled
D0140952,S013240,assembled
D0140953,S013255,assembled
D0140954,S013286,assembled
D0140955,S013246,assembled
D0140956,S013289,assembled
D0140957,S013284,assembled
D0140958,S013233,assembled
D0140959,S013242,assembled
D0140960,S013243,assembled
D0140961,S013243,assembled
D0140962,S013290,assembled
D0140963,S013275,assembled
D0140964,S013254,assembled
D0140965,S013288,assembled
D0140966,S013234,assembled
D0140967,S013261,assembled
D0140968,S013231,assembled
D0140969,S013239,assembled
D0140970,S013231,assembled
D0140971,S013248,assembled
D0140972,S013285,assembled
D0140973,S013283,assembled
D0140974,S013260,assembled
D0140975,S013264,assembled
D0140976,S013253,assembled
D0140977,S013260,assembled
D0140978,S013280,assembled
D0140979,S013281,assembled
D0140980,S013266,assembled
D0140981,S013272,assembled
D0140982,S013241,assembled
D0140983,S013281,assembled
D0140984,S013287,assembled
D0140985,S013228,assembled
D0140986,S013230,assembled
D0140987,S013265,assembled
D0140988,S013248,assembled
D0140989,S013289,assembled
D0140990,S013241,assembled
D0140991,S013235,assembled
D0140992,S013233,assembled
D0140993,S013242,assembled
D0140994,S013239,assembled
D0140995,S013284,assembled
D0140996,S013259,assembled
D0140997,S013268,assembled
D0140998,S013245,assembled
D0140999,S013237,assembled
D0141000,S013266,assembled
D0141001,S013254,assembled
D0141002,S013254,assembled
D0141003,S013245,assembled
D0141004,S013250,assembled
D0141005,S013260,assembled
D0141006,S013234,assembled
D0141007,S013283,assembled
D0141008,S013272,assembled
D0141009,S013258,assembled
D0141010,S013274,assembled
D0141011,S013281,assembled
D0141012,S013251,assembled
D0141013,S013233,assembled
D0141014,S013261,assembled
D0141015,S013282,assembled
D0141016,S013238,assembled
D0141017,S013239,assembled
D0141018,S013253,assembled
D0141019,S013258,assembled
D0141020,S013258,assembled
D0141021,S013270,assembled
D0141022,S013229,assembled
D0141023,S013256,assembled
D0141024,S013272,assembled
D0141025,S013252,assembled
D0141026,S013279,assembled
D0141027,S013264,assembled
D0141028,S013268,assembled
D0141029,S013263,assembled
D0141030,S013231,assembled
D0141031,S013249,assembled
D0141032,S013252,assembled
D0141033,S013240,assembled
D0141034,S013283,assembled
D0141035,S013236,assembled
D0141036,S013286,assembled
D0141037,S013281,assembled
D0141038,S013243,assembled
D0141039,S013279,assembled
D0141040,S013266,assembled
D0141041,,screen_rejected
D0141042,S013242,assembled
D0141043,S013240,assembled
D0141044,S013234,assembled
D0141045,S013277,assembled
D0141046,S013261,assembled
D0141047,S013262,assembled
D0141048,S013281,assembled
D0141049,S013274,assembled
D0141050,S013268,assembled
D0141051,S013249,assembled
D0141052,S013229,assembled
D0141053,S013267,assembled
D0141054,S013284,assembled
D0141055,S013245,assembled
D0141056,S013256,assembled
D0141057,S013284,assembled
D0141058,S013256,assembled
D0141059,S013244,assembled
D0141060,S013232,assembled
D0141061,S013262,assembled
D0141062,S013251,assembled
D0141063,S013240,assembled
D0141064,S013235,assembled
D0141065,S013248,assembled
D0141066,S013231,assembled
D0141067,S013261,assembled
D0141068,S013256,assembled
D0141069,S013235,assembled
D0141070,S013269,assembled
D0141071,S013240,assembled
D0141072,S013248,assembled
D0141073,S013232,assembled
D0141074,S013234,assembled
D0141075,S013244,assembled
D0141076,S013263,assembled
D0141077,S013248,assembled
D0141078,S013260,assembled
D0141079,S013269,assembled
D0141080,S013229,assembled
D0141081,S013258,assembled
D0141082,S013274,assembled
D0141083,S013259,assembled
D0141084,S013234,assembled
D0141085,S013282,assembled
D0141086,S013232,assembled
D0141087,S013263,assembled
D0141088,S013245,assembled
D0141089,S013278,assembled
D0141090,S013289,assembled
D0141091,S013233,assembled
D0141092,S013262,assembled
D0141093,S013230,assembled
D0141094,S013280,assembled
D0141095,S013250,assembled
D0141096,S013262,assembled
D0141097,S013266,assembled
D0141098,S013230,assembled
D0141099,S013253,assembled
D0141100,S013273,assembled
D0141101,S013236,assembled
D0141102,S013286,assembled
D0141103,S013290,assembled
D0141104,S013257,assembled
D0141105,S013252,assembled
D0141106,S013283,assembled
D0141107,S013233,assembled
D0141108,S013279,assembled
D0141109,S013280,assembled
D0141110,S013252,assembled
D0141111,S013240,assembled
D0141112,S013287,assembled
D0141113,S013278,assembled
D0141114,S013260,assembled
D0141115,S013245,assembled
D0141116,S013265,assembled
D0141117,S013257,assembled
D0141118,S013236,assembled
D0141119,S013255,assembled
D0141120,S013284,assembled
D0141121,S013238,assembled
D0141122,S013264,assembled
D0141123,S013280,assembled
D0141124,S013262,assembled
D0141125,S013248,assembled
D0141126,S013286,assembled
D0141127,S013228,assembled
D0141128,S013230,assembled
D0141129,S013245,assembled
D0141130,S013282,assembled
D0141131,S013273,assembled
D0141132,S013239,assembled
D0141133,S013257,assembled
D0141134,S013253,assembled
D0141135,S013260,assembled
D0141136,S013285,assembled
D0141137,S013284,assembled
D0141138,S013234,assembled
D0141139,S013271,assembled
D0141140,S013259,assembled
D0141141,S013271,assembled
D0141142,S013229,assembled
D0141143,,screen_rejected
D0141144,S013286,assembled
D0141145,S013249,assembled
D0141146,S013229,assembled
D0141147,S013236,assembled
D0141148,S013231,assembled
D0141149,S013242,assembled
D0141150,S013251,assembled
D0141151,S013234,assembled
D0141152,S013286,assembled
D0141153,S013268,assembled
D0141154,S013257,assembled
D0141155,S013288,assembled
D0141156,,screen_rejected
D0141157,S013247,assembled
D0141158,S013278,assembled
D0141159,S013237,assembled
D0141160,S013269,assembled
D0141161,S013286,assembled
D0141162,S013237,assembled
D0141163,S013269,assembled
D0141164,S013249,assembled
D0141165,S013232,assembled
D0141166,S013240,assembled
D0141167,S013241,assembled
D0141168,S013264,assembled
D0141169,S013237,assembled
D0141170,S013273,assembled
D0141171,,screen_rejected
D0141172,S013266,assembled
D0141173,S013232,assembled
D0141174,S013284,assembled
D0141175,S013244,assembled
D0141176,S013289,assembled
D0141177,S013280,assembled
D0141178,,screen_rejected
D0141179,S013274,assembled
D0141180,S013268,assembled
D0141181,S013265,assembled
D0141182,,screen_rejected
D0141183,S013241,assembled
D0141184,S013255,assembled
D0141185,S013266,assembled
D0141186,S013275,assembled
D0141187,S013276,assembled
D0141188,S013260,assembled
D0141189,S013256,assembled
D0141190,S013275,assembled
D0141191,S013245,assembled
D0141192,S013249,assembled
D0141193,S013275,assembled
D0141194,S013274,assembled
D0141195,S013258,assembled
D0141196,S013264,assembled
D0141197,S013263,assembled
D0141198,S013258,assembled
D0141199,S013273,assembled
D0141200,S013244,assembled
D0141201,,screen_rejected
D0141202,,screen_rejected
D0141203,S013290,assembled
D0141204,S013270,assembled
D0141205,S013252,assembled
D0141206,S013257,assembled
D0141207,S013250,assembled
D0141208,S013248,assembled
D0141209,S013251,assembled
D0141210,S013275,assembled
D0141211,,screen_rejected
D0141212,S013261,assembled
D0141213,S013276,assembled
D0141214,S013267,assembled
D0141215,S013287,assembled
D0141216,S013288,assembled
D0141217,S013254,assembled
D0141218,S013288,assembled
D0141219,S013280,assembled
D0141220,S013258,assembled
D0141221,S013236,assembled
D0141222,S013251,assembled
D0141223,S013288,assembled
D0141224,S013274,assembled
D0141225,S013233,assembled
D0141226,S013258,assembled
D0141227,S013262,assembled
D0141228,S013262,assembled
D0141229,S013263,assembled
D0141230,S013235,assembled
D0141231,S013290,assembled
D0141232,S013229,assembled
D0141233,,screen_rejected
D0141234,S013232,assembled
D0141235,S013261,assembled
D0141236,S013252,assembled
D0141237,S013287,assembled
D0141238,S013249,assembled
D0141239,S013247,assembled
D0141240,S013280,assembled
D0141241,S013276,assembled
D0141242,S013282,assembled
D0141243,S013268,assembled
D0141244,S013232,assembled
D0141245,S013278,assembled
D0141246,,eligible_unassigned
D0141247,,screen_rejected
D0141248,S013259,assembled
D0141249,S013288,assembled
D0141250,S013250,assembled
D0141251,S013282,assembled
D0141252,,screen_rejected
D0141253,S013285,assembled
D0141254,S013265,assembled
D0141255,S013277,assembled
D0141256,S013255,assembled
D0141257,S013241,assembled
D0141258,,screen_rejected
D0141259,S013253,assembled
D0141260,S013232,assembled
D0141261,S013286,assembled
D0141262,S013287,assembled
D0141263,S013282,assembled
D0141264,S013259,assembled
D0141265,S013282,assembled
D0141266,S013246,assembled
D0141267,S013274,assembled
D0141268,S013250,assembled
D0141269,S013254,assembled
D0141270,S013252,assembled
D0141271,S013238,assembled
D0141272,S013277,assembled
D0141273,S013274,assembled
D0141274,S013235,assembled
D0141275,S013259,assembled
D0141276,S013248,assembled
D0141277,S013279,assembled
D0141278,S013287,assembled
D0141279,S013256,assembled
D0141280,,eligible_unassigned
D0141281,S013287,assembled
D0141282,S013284,assembled
D0141283,S013252,assembled
D0141284,S013261,assembled
D0141285,S013244,assembled
D0141286,S013277,assembled
D0141287,S013288,assembled
D0141288,S013241,assembled
D0141289,S013269,assembled
D0141290,,screen_rejected
D0141291,,eligible_unassigned
D0141292,S013261,assembled
D0141293,S013285,assembled
D0141294,S013270,assembled
D0141295,S013244,assembled
D0141296,S013273,assembled
D0141297,S013279,assembled
D0141298,S013263,assembled
D0141299,S013277,assembled
D0141300,S013265,assembled
D0141301,S013277,assembled
D0141302,S013269,assembled
D0141303,S013281,assembled
D0141304,S013236,assembled
D0141305,S013268,assembled
D0141306,S013235,assembled
D0141307,S013250,assembled
D0141308,S013265,assembled
D0141309,S013271,assembled
D0141310,S013277,assembled
D0141311,S013263,assembled
D0141312,S013229,assembled
D0141313,S013242,assembled
D0141314,S013247,assembled
D0141315,S013246,assembled
D0141316,,screen_rejected
D0141317,S013260,assembled
D0141318,S013290,assembled
D0141319,S013232,assembled
D0141320,S013281,assembled
D0141321,S013268,assembled
D0141322,S013276,assembled
D0141323,S013244,assembled
